Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,20,1,1.000000,0,8170327,0,0,0,0,0,0,0
1,20,1,1.000086,1,0,61104,0,0,0,0,61104,61104
1,20,1,1.000003,2,0,11485,0,0,0,0,11485,11485
1,20,1,1.000055,3,0,6839,0,0,0,0,6839,6839
1,20,1,1.000022,4,0,77981,0,0,0,0,77981,77981
1,20,1,1.000045,5,0,24581,0,0,0,0,24581,24581
1,20,1,1.000001,6,0,16494,0,0,0,0,16494,16494
1,20,1,1.000034,7,0,87259,0,0,0,0,87259,87259
1,20,1,1.000002,8,0,53266,0,0,0,0,53266,53266
1,20,1,1.000030,9,0,91234,0,0,0,0,91234,91234
1,20,1,1.000034,10,0,1207,0,0,0,0,1207,1207
1,20,1,1.000028,11,0,1172,0,0,0,0,1172,1172
1,20,1,1.000006,12,0,78882,0,0,0,0,78882,78882
1,20,1,1.000003,13,0,124614,0,0,0,0,124614,124614
1,20,1,1.000000,14,0,51824,0,0,0,0,51824,51824
1,20,1,1.000011,15,0,20454,0,0,0,0,20454,20454
1,20,1,1.000054,16,0,79458,0,0,0,0,79458,79458
1,20,1,1.000093,17,0,24622,0,0,0,0,24622,24622
1,20,1,1.000087,18,0,47544,0,0,0,0,47544,47544
1,20,1,1.000000,19,0,20173,0,0,0,0,20173,20173
2,20,1,1.000000,0,8161912,0,0,0,0,0,0,0
2,20,1,1.000067,1,0,270,0,0,0,0,270,270
2,20,1,1.000008,2,0,4982,0,0,0,0,4982,4982
2,20,1,1.000050,3,0,333,0,0,0,0,333,333
2,20,1,1.000007,4,0,87263,0,0,0,0,87263,87263
2,20,1,1.000056,5,0,54517,0,0,0,0,54517,54517
2,20,1,1.000000,6,0,152127,0,0,0,0,152127,152127
2,20,1,1.000055,7,0,52287,0,0,0,0,52287,52287
2,20,1,1.000002,8,0,57910,0,0,0,0,57910,57910
2,20,1,1.000056,9,0,52218,0,0,0,0,52218,52218
2,20,1,1.000044,10,0,1051,0,0,0,0,1051,1051
2,20,1,1.000035,11,0,1740,0,0,0,0,1740,1740
