Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,45,1,1.012454,0,1000,0,0,0,0,0,0,0
1,45,1,1.024048,1,0,1444,0,5556,0,0,1444,1444
1,45,1,1.004507,2,1000,0,0,0,0,0,0,0
1,45,1,1.001371,3,0,42926,0,91074,0,0,42926,42926
1,45,1,1.002254,4,59000,0,0,0,0,0,0,0
1,45,1,1.015830,5,0,573,0,427,0,0,573,573
1,45,1,1.024290,6,1000,0,0,0,0,0,0,0
1,45,1,1.013112,7,0,810,0,190,0,0,810,810
1,45,1,1.012218,8,1000,0,0,0,0,0,0,0
1,45,1,1.023262,9,0,863,0,137,0,0,863,863
1,45,1,1.018342,10,1000,0,0,0,0,0,0,0
1,45,1,1.013657,11,0,667,0,333,0,0,667,667
1,45,1,1.014293,12,1000,0,0,0,0,0,0,0
1,45,1,1.001844,13,0,71655,0,178345,0,0,71655,71655
1,45,1,1.024369,14,1000,0,0,0,0,0,0,0
1,45,1,1.021716,15,0,792,0,208,0,0,792,792
1,45,1,1.024214,16,1000,0,0,0,0,0,0,0
1,45,1,1.013204,17,0,775,0,225,0,0,775,775
1,45,1,1.003892,18,1000,0,0,0,0,0,0,0
1,45,1,1.012005,19,0,1047,0,1953,0,0,1047,1047
1,45,1,1.018213,20,1000,0,0,0,0,0,0,0
1,45,1,1.002214,21,0,2142,0,6858,0,0,2142,2142
1,45,1,1.004615,22,1000,0,0,0,0,0,0,0
1,45,1,1.019531,23,0,31233,0,101767,0,0,31233,31233
1,45,1,1.021504,24,1000,0,0,0,0,0,0,0
1,45,1,1.008215,25,0,21219,0,183781,0,0,21219,21219
1,45,1,1.008503,26,1000,0,0,0,0,0,0,0
1,45,1,1.019568,27,0,838,0,162,0,0,838,838
1,45,1,1.005538,28,1000,0,0,0,0,0,0,0
1,45,1,1.010390,29,0,978,0,22,0,0,978,978
1,45,1,1.000559,30,61000,0,0,0,0,0,0,0
1,45,1,1.018351,31,0,3105,0,3895,0,0,3105,3105
1,45,1,1.002407,32,1000,0,0,0,0,0,0,0
1,45,1,1.014838,33,0,453,0,547,0,0,453,453
1,45,1,1.003812,34,48000,0,0,0,0,0,0,0
1,45,1,1.011473,35,0,880,0,120,0,0,880,880
1,45,1,1.016943,36,1000,0,0,0,0,0,0,0
1,45,1,1.007812,37,0,865,0,135,0,0,865,865
1,45,1,1.022721,38,1000,0,0,0,0,0,0,0
1,45,1,1.017364,39,0,883,0,117,0,0,883,883
1,45,1,1.023223,40,1000,0,0,0,0,0,0,0
1,45,1,1.006340,41,0,886,0,114,0,0,886,886
1,45,1,1.021736,42,1000,0,0,0,0,0,0,0
1,45,1,1.023196,43,0,756,0,244,0,0,756,756
1,45,1,1.011151,44,1000,0,0,0,0,0,0,0
2,45,1,1.014867,0,1000,0,0,0,0,0,0,0
2,45,1,1.029143,1,0,1000,0,0,0,0,1000,1000
2,45,1,1.010581,2,2000,0,0,0,0,0,0,0
2,45,1,1.025125,3,0,178994,0,6,0,0,178994,178994
2,45,1,1.008327,4,39000,0,0,0,0,0,0,0
2,45,1,1.021242,5,0,1000,0,0,0,0,1000,1000
2,45,1,1.029308,6,1000,0,0,0,0,0,0,0
2,45,1,1.015461,7,0,1000,0,0,0,0,1000,1000
2,45,1,1.009159,8,1000,0,0,0,0,0,0,0
2,45,1,1.027320,9,0,1000,0,0,0,0,1000,1000
2,45,1,1.024265,10,1000,0,0,0,0,0,0,0
2,45,1,1.015953,11,0,1000,0,0,0,0,1000,1000
2,45,1,1.021332,12,1000,0,0,0,0,0,0,0
2,45,1,1.010077,13,0,6736,0,1264,0,0,6736,6736
2,45,1,1.029261,14,1000,0,0,0,0,0,0,0
2,45,1,1.026926,15,0,1000,0,0,0,0,1000,1000
2,45,1,1.029075,16,1000,0,0,0,0,0,0,0
2,45,1,1.014533,17,0,1000,0,0,0,0,1000,1000
2,45,1,1.002590,18,108000,0,0,0,0,0,0,0
2,45,1,1.014850,19,0,1000,0,0,0,0,1000,1000
2,45,1,1.020895,20,1000,0,0,0,0,0,0,0
2,45,1,1.011930,21,0,2999,0,1,0,0,2999,2999
2,45,1,1.003068,22,1000,0,0,0,0,0,0,0
2,45,1,1.026541,23,0,1000,0,0,0,0,1000,1000
2,45,1,1.026393,24,1000,0,0,0,0,0,0,0
2,45,1,1.005587,25,0,161736,0,1264,0,0,161736,161736
2,45,1,1.005769,26,1000,0,0,0,0,0,0,0
2,45,1,1.020810,27,0,1000,0,0,0,0,1000,1000
2,45,1,1.025489,28,1000,0,0,0,0,0,0,0
2,45,1,1.008668,29,0,1000,0,0,0,0,1000,1000
2,45,1,1.005916,30,133000,0,0,0,0,0,0,0
2,45,1,1.001019,31,0,67000,0,0,0,0,67000,67000
2,45,1,1.000947,32,104000,0,0,0,0,0,0,0
2,45,1,1.021499,33,0,1000,0,0,0,0,1000,1000
2,45,1,1.008311,34,115000,0,0,0,0,0,0,0
2,45,1,1.014793,35,0,1000,0,0,0,0,1000,1000
2,45,1,1.018677,36,1000,0,0,0,0,0,0,0
2,45,1,1.006743,37,0,998,0,2,0,0,998,998
2,45,1,1.029023,38,1000,0,0,0,0,0,0,0
2,45,1,1.018399,39,0,1000,0,0,0,0,1000,1000
2,45,1,1.029328,40,1000,0,0,0,0,0,0,0
2,45,1,1.007496,41,0,999,0,1,0,0,999,999
2,45,1,1.026400,42,1000,0,0,0,0,0,0,0
2,45,1,1.027129,43,0,1000,0,0,0,0,1000,1000
2,45,1,1.007100,44,1000,0,0,0,0,0,0,0
3,45,1,1.016683,0,1000,0,0,0,0,0,0,0
3,45,1,1.031245,1,0,1000,0,0,0,0,1000,1000
3,45,1,1.006423,2,1000,0,0,0,0,0,0,0
3,45,1,1.028258,3,0,1000,0,0,0,0,1000,1000
3,45,1,1.001905,4,29000,0,0,0,0,0,0,0
3,45,1,1.022896,5,0,1000,0,0,0,0,1000,1000
3,45,1,1.031029,6,1000,0,0,0,0,0,0,0
3,45,1,1.015521,7,0,1000,0,0,0,0,1000,1000
3,45,1,1.011235,8,1000,0,0,0,0,0,0,0
3,45,1,1.029747,9,0,1000,0,0,0,0,1000,1000
3,45,1,1.028040,10,1000,0,0,0,0,0,0,0
3,45,1,1.013588,11,0,1000,0,0,0,0,1000,1000
3,45,1,1.023132,12,1000,0,0,0,0,0,0,0
3,45,1,1.004958,13,0,2000,0,0,0,0,2000,2000
3,45,1,1.031653,14,1000,0,0,0,0,0,0,0
3,45,1,1.029328,15,0,1000,0,0,0,0,1000,1000
3,45,1,1.031832,16,1000,0,0,0,0,0,0,0
3,45,1,1.013644,17,0,1000,0,0,0,0,1000,1000
3,45,1,1.003275,18,137000,0,0,0,0,0,0,0
3,45,1,1.018146,19,0,1000,0,0,0,0,1000,1000
3,45,1,1.024442,20,1000,0,0,0,0,0,0,0
3,45,1,1.011787,21,0,3000,0,0,0,0,3000,3000
3,45,1,1.007777,22,1000,0,0,0,0,0,0,0
3,45,1,1.031485,23,0,1000,0,0,0,0,1000,1000
3,45,1,1.031467,24,1000,0,0,0,0,0,0,0
3,45,1,1.001505,25,0,275000,0,0,0,0,275000,275000
3,45,1,1.011708,26,1000,0,0,0,0,0,0,0
3,45,1,1.026217,27,0,1000,0,0,0,0,1000,1000
3,45,1,1.025987,28,1000,0,0,0,0,0,0,0
3,45,1,1.015084,29,0,1000,0,0,0,0,1000,1000
3,45,1,1.004593,30,101000,0,0,0,0,0,0,0
3,45,1,1.006582,31,0,73000,0,0,0,0,73000,73000
3,45,1,1.005591,32,281000,0,0,0,0,0,0,0
3,45,1,1.022925,33,0,1000,0,0,0,0,1000,1000
3,45,1,1.005923,34,1000,0,0,0,0,0,0,0
3,45,1,1.015301,35,0,1000,0,0,0,0,1000,1000
3,45,1,1.020374,36,1000,0,0,0,0,0,0,0
3,45,1,1.008307,37,0,1000,0,0,0,0,1000,1000
3,45,1,1.031655,38,1000,0,0,0,0,0,0,0
3,45,1,1.020624,39,0,1000,0,0,0,0,1000,1000
3,45,1,1.031380,40,1000,0,0,0,0,0,0,0
3,45,1,1.009128,41,0,1000,0,0,0,0,1000,1000
3,45,1,1.026075,42,1000,0,0,0,0,0,0,0
3,45,1,1.029810,43,0,1000,0,0,0,0,1000,1000
3,45,1,1.001398,44,14000,0,0,0,0,0,0,0
4,45,1,1.012274,0,1000,0,0,0,0,0,0,0
4,45,1,1.023733,1,0,1000,0,0,0,0,1000,1000
4,45,1,1.002776,2,1000,0,0,0,0,0,0,0
4,45,1,1.025262,3,0,1000,0,0,0,0,1000,1000
4,45,1,1.003031,4,30000,0,0,0,0,0,0,0
4,45,1,1.016327,5,0,1000,0,0,0,0,1000,1000
4,45,1,1.025756,6,1000,0,0,0,0,0,0,0
4,45,1,1.011188,7,0,1000,0,0,0,0,1000,1000
4,45,1,1.009202,8,1000,0,0,0,0,0,0,0
4,45,1,1.022906,9,0,1000,0,0,0,0,1000,1000
4,45,1,1.025047,10,1000,0,0,0,0,0,0,0
4,45,1,1.008937,11,0,1000,0,0,0,0,1000,1000
4,45,1,1.016628,12,1000,0,0,0,0,0,0,0
4,45,1,1.003621,13,0,3000,0,0,0,0,3000,3000
4,45,1,1.026207,14,1000,0,0,0,0,0,0,0
4,45,1,1.021803,15,0,1000,0,0,0,0,1000,1000
4,45,1,1.026201,16,1000,0,0,0,0,0,0,0
