Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,5,5.000000,0,111585091,111585091,0,0,0,0,111585091,1
2,1,5,5.000000,0,111539127,111539127,0,0,0,0,111539127,1
3,1,5,5.000000,0,111480824,111480824,0,0,0,0,111480824,1
4,1,5,5.000000,0,111646141,111646141,0,0,0,0,111646141,1
5,1,5,5.000000,0,111499356,111499356,0,0,0,0,111499356,1
6,1,5,5.000000,0,111697569,111697569,0,0,0,0,111697569,1
7,1,5,5.000000,0,111556140,111556140,0,0,0,0,111556140,1
8,1,5,5.000000,0,111649694,111649694,0,0,0,0,111649694,1
9,1,5,5.000000,0,111685487,111685487,0,0,0,0,111685487,1
10,1,5,5.000000,0,111623427,111623427,0,0,0,0,111623427,1
