Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.000026,0,34172,0,0,0,0,0,0,0
1,8,1,1.000001,1,266312,0,0,0,0,0,0,0
1,8,1,1.000003,2,105596,0,0,0,0,0,0,0
1,8,1,1.000019,3,3190,0,0,0,0,0,0,0
1,8,1,1.000012,4,0,83238,0,10522,0,0,83238,83238
1,8,1,1.000015,5,0,24963,0,16150,0,0,24963,24963
1,8,1,1.000019,6,0,7667,0,2339,0,0,7667,7667
1,8,1,1.000004,7,0,293394,0,24341,0,0,293394,293394
2,8,1,1.000013,0,1819,0,0,0,0,0,0,0
2,8,1,1.000002,1,276725,0,0,0,0,0,0,0
2,8,1,1.000011,2,136791,0,0,0,0,0,0,0
2,8,1,1.000009,3,4849,0,0,0,0,0,0,0
2,8,1,1.000005,4,0,99853,0,6565,0,0,99853,99853
2,8,1,1.000006,5,0,17447,0,10078,0,0,17447,17447
2,8,1,1.000003,6,0,4406,0,3881,0,0,4406,4406
2,8,1,1.000004,7,0,274310,0,14019,0,0,274310,274310
3,8,1,1.000009,0,110997,0,0,0,0,0,0,0
3,8,1,1.000012,1,2282,0,0,0,0,0,0,0
3,8,1,1.000013,2,2056,0,0,0,0,0,0,0
3,8,1,1.000005,3,148657,0,0,0,0,0,0,0
3,8,1,1.000009,4,0,617,0,1588,0,0,617,617
3,8,1,1.000002,5,0,165012,0,144566,0,0,165012,165012
3,8,1,1.000000,6,0,94645,0,93334,0,0,94645,94645
3,8,1,1.000006,7,0,3717,0,5961,0,0,3717,3717
4,8,1,1.000001,0,132264,0,0,0,0,0,0,0
4,8,1,1.000012,1,943,0,0,0,0,0,0,0
4,8,1,1.000013,2,1751,0,0,0,0,0,0,0
4,8,1,1.000005,3,152301,0,0,0,0,0,0,0
4,8,1,1.000010,4,0,274,0,700,0,0,274,274
4,8,1,1.000003,5,0,171364,0,168974,0,0,171364,171364
4,8,1,1.000001,6,0,113961,0,79504,0,0,113961,113961
4,8,1,1.000002,7,0,1659,0,3619,0,0,1659,1659
5,8,1,1.000003,0,161276,0,0,0,0,0,0,0
5,8,1,1.000002,1,914,0,0,0,0,0,0,0
5,8,1,1.000014,2,2732,0,0,0,0,0,0,0
5,8,1,1.000000,3,181063,0,0,0,0,0,0,0
5,8,1,1.000005,4,0,585,0,1281,0,0,585,585
5,8,1,1.000004,5,0,192050,0,155818,0,0,192050,192050
5,8,1,1.000005,6,0,151542,0,28035,0,0,151542,151542
5,8,1,1.000001,7,0,1807,0,1850,0,0,1807,1807
6,8,1,1.000004,0,159578,0,0,0,0,0,0,0
6,8,1,1.000001,1,777,0,0,0,0,0,0,0
6,8,1,1.000012,2,2998,0,0,0,0,0,0,0
6,8,1,1.000000,3,178767,0,0,0,0,0,0,0
6,8,1,1.000004,4,0,429,0,1164,0,0,429,429
6,8,1,1.000000,5,0,193458,0,151685,0,0,193458,193458
6,8,1,1.000004,6,0,146550,0,31431,0,0,146550,146550
6,8,1,1.000002,7,0,1683,0,1753,0,0,1683,1683
7,8,1,1.000004,0,156145,0,0,0,0,0,0,0
7,8,1,1.000002,1,865,0,0,0,0,0,0,0
7,8,1,1.000024,2,3056,0,0,0,0,0,0,0
7,8,1,1.000000,3,179764,0,0,0,0,0,0,0
7,8,1,1.000006,4,0,504,0,782,0,0,504,504
7,8,1,1.000000,5,0,193389,0,147715,0,0,193389,193389
7,8,1,1.000005,6,0,144353,0,35992,0,0,144353,144353
7,8,1,1.000004,7,0,1583,0,1861,0,0,1583,1583
8,8,1,1.000003,0,161426,0,0,0,0,0,0,0
8,8,1,1.000011,1,941,0,0,0,0,0,0,0
8,8,1,1.000016,2,2421,0,0,0,0,0,0,0
8,8,1,1.000003,3,179453,0,0,0,0,0,0,0
8,8,1,1.000010,4,0,466,0,1626,0,0,466,466
8,8,1,1.000000,5,0,192831,0,154403,0,0,192831,192831
8,8,1,1.000003,6,0,149194,0,27406,0,0,149194,149194
8,8,1,1.000006,7,0,1749,0,1954,0,0,1749,1749
9,8,1,1.000003,0,160243,0,0,0,0,0,0,0
9,8,1,1.000008,1,1478,0,0,0,0,0,0,0
9,8,1,1.000008,2,3795,0,0,0,0,0,0,0
9,8,1,1.000009,3,182294,0,0,0,0,0,0,0
9,8,1,1.000034,4,0,501,0,1240,0,0,501,501
9,8,1,1.000003,5,0,193162,0,153955,0,0,193162,193162
9,8,1,1.000004,6,0,152561,0,27151,0,0,152561,152561
9,8,1,1.000003,7,0,1585,0,1869,0,0,1585,1585
10,8,1,1.000002,0,157999,0,0,0,0,0,0,0
10,8,1,1.000000,1,2190,0,0,0,0,0,0,0
10,8,1,1.000018,2,5138,0,0,0,0,0,0,0
10,8,1,1.000002,3,182142,0,0,0,0,0,0,0
10,8,1,1.000027,4,0,642,0,1017,0,0,642,642
10,8,1,1.000007,5,0,191724,0,151146,0,0,191724,191724
10,8,1,1.000014,6,0,151559,0,29647,0,0,151559,151559
10,8,1,1.000006,7,0,3451,0,2330,0,0,3451,3451
