Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,5,5.000005,0,572788000,572788000,0,0,0,0,572788000,1000
2,1,5,5.000007,0,573735000,573735000,0,0,0,0,573735000,1000
3,1,5,5.000003,0,574632000,574632000,0,0,0,0,574632000,1000
4,1,5,5.000008,0,574380000,574380000,0,0,0,0,574380000,1000
5,1,5,5.000005,0,576332000,576332000,0,0,0,0,576332000,1000
6,1,5,5.000007,0,574618000,574618000,0,0,0,0,574618000,1000
7,1,5,5.000006,0,571222000,571222000,0,0,0,0,571222000,1000
8,1,5,5.000000,0,573220000,573220000,0,0,0,0,573220000,1000
9,1,5,5.000006,0,572909000,572909000,0,0,0,0,572909000,1000
10,1,5,5.000002,0,573321000,573321000,0,0,0,0,573321000,1000
