Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,1,1.000000,0,22264839,22264839,0,0,0,0,22264839,1
2,1,1,1.000000,0,22348494,22348494,0,0,0,0,22348494,1
3,1,1,1.000000,0,22325161,22325161,0,0,0,0,22325161,1
4,1,1,1.000000,0,22321588,22321588,0,0,0,0,22321588,1
5,1,1,1.000000,0,22302703,22302703,0,0,0,0,22302703,1
6,1,1,1.000000,0,22295328,22295328,0,0,0,0,22295328,1
7,1,1,1.000000,0,22325990,22325990,0,0,0,0,22325990,1
8,1,1,1.000000,0,22334711,22334711,0,0,0,0,22334711,1
9,1,1,1.000000,0,22304501,22304501,0,0,0,0,22304501,1
10,1,1,1.000000,0,22310114,22310114,0,0,0,0,22310114,1
