Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.000035,0,155356,155356,0,0,0,0,155356,1
1,8,1,1.000000,1,40354,40354,0,0,0,0,40354,1
1,8,1,1.000038,2,133625,133625,0,0,0,0,133625,1
1,8,1,1.000002,3,639,639,0,0,0,0,639,1
1,8,1,1.000000,4,1186,1186,0,0,0,0,1186,1
1,8,1,1.000010,5,2052,2052,0,0,0,0,2052,1
1,8,1,1.000030,6,27884,27884,0,0,0,0,27884,1
1,8,1,1.000038,7,34787,34787,0,0,0,0,34787,1
2,8,1,1.000011,0,1197,1197,0,0,0,0,1197,1
2,8,1,1.000008,1,6165,6165,0,0,0,0,6165,1
2,8,1,1.000021,2,216,216,0,0,0,0,216,1
2,8,1,1.000002,3,355808,355808,0,0,0,0,355808,1
2,8,1,1.000001,4,355703,355703,0,0,0,0,355703,1
2,8,1,1.000010,5,9382,9382,0,0,0,0,9382,1
2,8,1,1.000018,6,918,918,0,0,0,0,918,1
2,8,1,1.000022,7,290,290,0,0,0,0,290,1
Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.000001,0,235703,235703,0,0,0,0,235703,1
1,8,1,1.000005,1,239552,239552,0,0,0,0,239552,1
1,8,1,1.000001,2,29789,29789,0,0,0,0,29789,1
1,8,1,1.000006,3,127,127,0,0,0,0,127,1
1,8,1,1.000001,4,20594,20594,0,0,0,0,20594,1
1,8,1,1.000013,5,136,136,0,0,0,0,136,1
1,8,1,1.000005,6,1550,1550,0,0,0,0,1550,1
1,8,1,1.000011,7,665,665,0,0,0,0,665,1
2,8,1,1.000004,0,73393,73393,0,0,0,0,73393,1
2,8,1,1.000006,1,117415,117415,0,0,0,0,117415,1
2,8,1,1.000004,2,176218,176218,0,0,0,0,176218,1
2,8,1,1.000011,3,94,94,0,0,0,0,94,1
2,8,1,1.000008,4,4373,4373,0,0,0,0,4373,1
2,8,1,1.000017,5,356,356,0,0,0,0,356,1
2,8,1,1.000016,6,411,411,0,0,0,0,411,1
2,8,1,1.000010,7,1072,1072,0,0,0,0,1072,1
Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.008407,0,132000,132000,0,0,0,0,132000,1000
1,8,1,1.008203,1,42000,42000,0,0,0,0,42000,1000
1,8,1,1.008564,2,58000,58000,0,0,0,0,58000,1000
1,8,1,1.005791,3,10000,10000,0,0,0,0,10000,1000
1,8,1,1.004934,4,10000,10000,0,0,0,0,10000,1000
1,8,1,1.004015,5,65000,65000,0,0,0,0,65000,1000
1,8,1,1.008032,6,126000,126000,0,0,0,0,126000,1000
1,8,1,1.003365,7,109000,109000,0,0,0,0,109000,1000
2,8,1,1.004230,0,20000,20000,0,0,0,0,20000,1000
2,8,1,1.007412,1,41000,41000,0,0,0,0,41000,1000
2,8,1,1.006691,2,51000,51000,0,0,0,0,51000,1000
2,8,1,1.007460,3,15000,15000,0,0,0,0,15000,1000
2,8,1,1.004745,4,48000,48000,0,0,0,0,48000,1000
2,8,1,1.003408,5,237000,237000,0,0,0,0,237000,1000
2,8,1,1.007138,6,15000,15000,0,0,0,0,15000,1000
2,8,1,1.004987,7,238000,238000,0,0,0,0,238000,1000
Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.012763,0,130000,130000,0,0,0,0,130000,1000
1,8,1,1.005763,1,2000,2000,0,0,0,0,2000,1000
1,8,1,1.010739,2,27000,27000,0,0,0,0,27000,1000
1,8,1,1.012637,3,33000,33000,0,0,0,0,33000,1000
1,8,1,1.012504,4,83000,83000,0,0,0,0,83000,1000
1,8,1,1.003768,5,94000,94000,0,0,0,0,94000,1000
1,8,1,1.012767,6,160000,160000,0,0,0,0,160000,1000
1,8,1,1.011860,7,4000,4000,0,0,0,0,4000,1000
2,8,1,1.005642,0,35000,35000,0,0,0,0,35000,1000
2,8,1,1.000524,1,153000,153000,0,0,0,0,153000,1000
2,8,1,1.006509,2,34000,34000,0,0,0,0,34000,1000
2,8,1,1.005377,3,35000,35000,0,0,0,0,35000,1000
2,8,1,1.005733,4,50000,50000,0,0,0,0,50000,1000
2,8,1,1.005617,5,70000,70000,0,0,0,0,70000,1000
2,8,1,1.006973,6,14000,14000,0,0,0,0,14000,1000
2,8,1,1.007092,7,142000,142000,0,0,0,0,142000,1000
