Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.000001,0,80755,80755,0,0,0,0,80755,1
1,8,1,1.000011,1,111837,111837,0,0,0,0,111837,1
1,8,1,1.000003,2,80963,80963,0,0,0,0,80963,1
1,8,1,1.000002,3,4482,4482,0,0,0,0,4482,1
1,8,1,1.000014,4,72271,72271,0,0,0,0,72271,1
1,8,1,1.000010,5,38986,38986,0,0,0,0,38986,1
1,8,1,1.000088,6,11884,11884,0,0,0,0,11884,1
1,8,1,1.000004,7,26446,26446,0,0,0,0,26446,1
2,8,1,1.000001,0,105999,105999,0,0,0,0,105999,1
2,8,1,1.000001,1,14934,14934,0,0,0,0,14934,1
2,8,1,1.000005,2,31415,31415,0,0,0,0,31415,1
2,8,1,1.000003,3,109660,109660,0,0,0,0,109660,1
2,8,1,1.000009,4,2319,2319,0,0,0,0,2319,1
2,8,1,1.000003,5,117531,117531,0,0,0,0,117531,1
2,8,1,1.000002,6,8331,8331,0,0,0,0,8331,1
2,8,1,1.000000,7,75070,75070,0,0,0,0,75070,1
Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.000029,0,166080,166080,0,0,0,0,166080,1
1,8,1,1.000000,1,77404,77404,0,0,0,0,77404,1
1,8,1,1.000010,2,51394,51394,0,0,0,0,51394,1
1,8,1,1.000006,3,46624,46624,0,0,0,0,46624,1
1,8,1,1.000005,4,49231,49231,0,0,0,0,49231,1
1,8,1,1.000002,5,59815,59815,0,0,0,0,59815,1
1,8,1,1.000030,6,143451,143451,0,0,0,0,143451,1
1,8,1,1.000007,7,21562,21562,0,0,0,0,21562,1
2,8,1,1.000003,0,80725,80725,0,0,0,0,80725,1
2,8,1,1.000010,1,45675,45675,0,0,0,0,45675,1
2,8,1,1.000012,2,67979,67979,0,0,0,0,67979,1
2,8,1,1.000005,3,19657,19657,0,0,0,0,19657,1
2,8,1,1.000005,4,151785,151785,0,0,0,0,151785,1
2,8,1,1.000001,5,156472,156472,0,0,0,0,156472,1
2,8,1,1.000005,6,29666,29666,0,0,0,0,29666,1
2,8,1,1.000001,7,12715,12715,0,0,0,0,12715,1
Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.001222,0,76000,76000,0,0,0,0,76000,1000
1,8,1,1.004166,1,57000,57000,0,0,0,0,57000,1000
1,8,1,1.005781,2,57000,57000,0,0,0,0,57000,1000
1,8,1,1.005650,3,39000,39000,0,0,0,0,39000,1000
1,8,1,1.004808,4,27000,27000,0,0,0,0,27000,1000
1,8,1,1.004010,5,31000,31000,0,0,0,0,31000,1000
1,8,1,1.002953,6,140000,140000,0,0,0,0,140000,1000
1,8,1,1.005579,7,54000,54000,0,0,0,0,54000,1000
2,8,1,1.002091,0,138000,138000,0,0,0,0,138000,1000
2,8,1,1.002485,1,47000,47000,0,0,0,0,47000,1000
2,8,1,1.003285,2,27000,27000,0,0,0,0,27000,1000
2,8,1,1.002575,3,60000,60000,0,0,0,0,60000,1000
2,8,1,1.001000,4,61000,61000,0,0,0,0,61000,1000
2,8,1,1.003423,5,45000,45000,0,0,0,0,45000,1000
2,8,1,1.000024,6,46000,46000,0,0,0,0,46000,1000
2,8,1,1.002945,7,39000,39000,0,0,0,0,39000,1000
Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,1.004025,0,80000,80000,0,0,0,0,80000,1000
1,8,1,1.002795,1,122000,122000,0,0,0,0,122000,1000
1,8,1,1.003660,2,72000,72000,0,0,0,0,72000,1000
1,8,1,1.002010,3,52000,52000,0,0,0,0,52000,1000
1,8,1,1.002469,4,142000,142000,0,0,0,0,142000,1000
1,8,1,1.004093,5,91000,91000,0,0,0,0,91000,1000
1,8,1,1.003018,6,87000,87000,0,0,0,0,87000,1000
1,8,1,1.001181,7,69000,69000,0,0,0,0,69000,1000
2,8,1,1.005452,0,110000,110000,0,0,0,0,110000,1000
2,8,1,1.004280,1,54000,54000,0,0,0,0,54000,1000
2,8,1,1.004916,2,48000,48000,0,0,0,0,48000,1000
2,8,1,1.004009,3,157000,157000,0,0,0,0,157000,1000
2,8,1,1.005389,4,83000,83000,0,0,0,0,83000,1000
2,8,1,1.002154,5,102000,102000,0,0,0,0,102000,1000
2,8,1,1.003334,6,38000,38000,0,0,0,0,38000,1000
2,8,1,1.000616,7,99000,99000,0,0,0,0,99000,1000
