Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,1,1.000000,0,0,0,0,17914167,0,0,0,0
2,1,1,1.000000,0,0,0,0,17926985,0,0,0,0
3,1,1,1.000000,0,0,0,0,17960278,0,0,0,0
4,1,1,1.000000,0,0,0,0,17951884,0,0,0,0
5,1,1,1.000000,0,0,0,0,17753139,0,0,0,0
6,1,1,1.000000,0,0,0,0,17774330,0,0,0,0
7,1,1,1.000000,0,0,0,0,17774732,0,0,0,0
8,1,1,1.000000,0,0,0,0,17792161,0,0,0,0
9,1,1,1.000000,0,0,0,0,17752887,0,0,0,0
10,1,1,1.000000,0,0,0,0,17790277,0,0,0,0
