Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,10,1,1.002236,0,183000,0,0,0,0,0,0,0
1,10,1,1.002676,1,0,115000,0,0,0,0,115000,115000
1,10,1,1.002229,2,234000,0,0,0,0,0,0,0
1,10,1,1.002545,3,0,78000,0,0,0,0,78000,78000
1,10,1,1.002021,4,71000,0,0,0,0,0,0,0
1,10,1,1.002577,5,0,15000,0,0,0,0,15000,15000
1,10,1,1.001714,6,114000,0,0,0,0,0,0,0
1,10,1,1.002013,7,0,133000,0,0,0,0,133000,133000
1,10,1,1.000429,8,195000,0,0,0,0,0,0,0
1,10,1,1.002745,9,0,22000,0,0,0,0,22000,22000
2,10,1,1.002889,0,153000,0,0,0,0,0,0,0
2,10,1,1.000336,1,0,23000,0,0,0,0,23000,23000
2,10,1,1.002051,2,181000,0,0,0,0,0,0,0
2,10,1,1.002989,3,0,127000,0,0,0,0,127000,127000
2,10,1,1.002853,4,94000,0,0,0,0,0,0,0
2,10,1,1.003030,5,0,39000,0,0,0,0,39000,39000
2,10,1,1.002868,6,166000,0,0,0,0,0,0,0
2,10,1,1.001292,7,0,163000,0,0,0,0,163000,163000
2,10,1,1.000793,8,179000,0,0,0,0,0,0,0
2,10,1,1.000230,9,0,4000,0,0,0,0,4000,4000
3,10,1,1.001113,0,80000,0,0,0,0,0,0,0
3,10,1,1.001770,1,0,149000,0,0,0,0,149000,149000
3,10,1,1.000697,2,585000,0,0,0,0,0,0,0
3,10,1,1.002386,3,0,3000,0,0,0,0,3000,3000
3,10,1,1.001488,4,190000,0,0,0,0,0,0,0
3,10,1,1.000914,5,0,33000,0,0,0,0,33000,33000
3,10,1,1.001564,6,186000,0,0,0,0,0,0,0
3,10,1,1.002202,7,0,8000,0,0,0,0,8000,8000
3,10,1,1.001598,8,19000,0,0,0,0,0,0,0
3,10,1,1.002399,9,0,126000,0,0,0,0,126000,126000
4,10,1,1.000698,0,128000,0,0,0,0,0,0,0
4,10,1,1.001340,1,0,142000,0,0,0,0,142000,142000
4,10,1,1.000079,2,338000,0,0,0,0,0,0,0
4,10,1,1.002492,3,0,3000,0,0,0,0,3000,3000
4,10,1,1.000624,4,202000,0,0,0,0,0,0,0
4,10,1,1.002441,5,0,33000,0,0,0,0,33000,33000
4,10,1,1.000291,6,204000,0,0,0,0,0,0,0
4,10,1,1.002232,7,0,9000,0,0,0,0,9000,9000
4,10,1,1.000283,8,52000,0,0,0,0,0,0,0
4,10,1,1.001510,9,0,129000,0,0,0,0,129000,129000
5,10,1,1.001372,0,79000,0,0,0,0,0,0,0
5,10,1,1.002462,1,0,146000,0,0,0,0,146000,146000
5,10,1,1.001021,2,583000,0,0,0,0,0,0,0
5,10,1,1.002885,3,0,3841,0,159,0,0,3841,3841
5,10,1,1.001992,4,193000,0,0,0,0,0,0,0
5,10,1,1.003225,5,0,30000,0,0,0,0,30000,30000
5,10,1,1.001919,6,183000,0,0,0,0,0,0,0
5,10,1,1.003205,7,0,7000,0,0,0,0,7000,7000
5,10,1,1.002046,8,24000,0,0,0,0,0,0,0
5,10,1,1.002542,9,0,125000,0,0,0,0,125000,125000
6,10,1,1.000967,0,54000,0,0,0,0,0,0,0
6,10,1,1.001315,1,0,104000,0,0,0,0,104000,104000
6,10,1,1.000904,2,221000,0,0,0,0,0,0,0
6,10,1,1.001587,3,0,3000,0,0,0,0,3000,3000
6,10,1,1.000647,4,789000,0,0,0,0,0,0,0
6,10,1,1.001248,5,0,135000,0,0,0,0,135000,135000
6,10,1,1.000431,6,848000,0,0,0,0,0,0,0
6,10,1,1.001991,7,0,8000,0,0,0,0,8000,8000
6,10,1,1.000930,8,18000,0,0,0,0,0,0,0
6,10,1,1.001991,9,0,94000,0,0,0,0,94000,94000
7,10,1,1.001243,0,50000,0,0,0,0,0,0,0
7,10,1,1.001969,1,0,77000,0,0,0,0,77000,77000
7,10,1,1.001085,2,256000,0,0,0,0,0,0,0
7,10,1,1.003449,3,0,4000,0,0,0,0,4000,4000
7,10,1,1.000915,4,634000,0,0,0,0,0,0,0
7,10,1,1.003287,5,0,120000,0,0,0,0,120000,120000
7,10,1,1.000973,6,734000,0,0,0,0,0,0,0
7,10,1,1.003533,7,0,4000,0,0,0,0,4000,4000
7,10,1,1.001255,8,7000,0,0,0,0,0,0,0
7,10,1,1.003499,9,0,149000,0,0,0,0,149000,149000
8,10,1,1.000670,0,471000,0,0,0,0,0,0,0
8,10,1,1.001297,1,0,36000,0,0,0,0,36000,36000
8,10,1,1.001011,2,148000,0,0,0,0,0,0,0
8,10,1,1.001896,3,0,2000,0,0,0,0,2000,2000
8,10,1,1.000959,4,155000,0,0,0,0,0,0,0
8,10,1,1.001775,5,0,126000,0,0,0,0,126000,126000
8,10,1,1.000835,6,223000,0,0,0,0,0,0,0
8,10,1,1.001890,7,0,5000,0,0,0,0,5000,5000
8,10,1,1.000981,8,38000,0,0,0,0,0,0,0
8,10,1,1.000610,9,0,149000,0,0,0,0,149000,149000
9,10,1,1.001411,0,466000,0,0,0,0,0,0,0
9,10,1,1.000182,1,0,89000,0,0,0,0,89000,89000
9,10,1,1.001285,2,202000,0,0,0,0,0,0,0
9,10,1,1.000798,3,0,2000,0,0,0,0,2000,2000
9,10,1,1.002099,4,208000,0,0,0,0,0,0,0
9,10,1,1.000104,5,0,128000,0,0,0,0,128000,128000
9,10,1,1.002119,6,143000,0,0,0,0,0,0,0
9,10,1,1.001691,7,0,10000,0,0,0,0,10000,10000
9,10,1,1.002091,8,284000,0,0,0,0,0,0,0
9,10,1,1.002048,9,0,102000,0,0,0,0,102000,102000
10,10,1,1.000542,0,158000,0,0,0,0,0,0,0
10,10,1,1.002075,1,0,146000,0,0,0,0,146000,146000
10,10,1,1.001257,2,169000,0,0,0,0,0,0,0
10,10,1,1.002061,3,0,1000,0,0,0,0,1000,1000
10,10,1,1.001051,4,55000,0,0,0,0,0,0,0
10,10,1,1.001443,5,0,140000,0,0,0,0,140000,140000
10,10,1,1.000402,6,161000,0,0,0,0,0,0,0
10,10,1,1.001860,7,0,12000,0,0,0,0,12000,12000
10,10,1,1.001243,8,192000,0,0,0,0,0,0,0
10,10,1,1.002058,9,0,6000,0,0,0,0,6000,6000
