Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,1,1.000004,0,116042000,116042000,0,0,0,0,116042000,1000
2,1,1,1.000006,0,115956000,115956000,0,0,0,0,115956000,1000
3,1,1,1.000004,0,115766000,115766000,0,0,0,0,115766000,1000
4,1,1,1.000007,0,116081000,116081000,0,0,0,0,116081000,1000
5,1,1,1.000006,0,115496000,115496000,0,0,0,0,115496000,1000
6,1,1,1.000006,0,115719000,115719000,0,0,0,0,115719000,1000
7,1,1,1.000006,0,115672000,115672000,0,0,0,0,115672000,1000
8,1,1,1.000008,0,116084000,116084000,0,0,0,0,116084000,1000
9,1,1,1.000001,0,116185000,116185000,0,0,0,0,116185000,1000
10,1,1,1.000001,0,116140000,116140000,0,0,0,0,116140000,1000
