Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,45,1,1.000007,0,62183,0,0,0,0,0,0,0
1,45,1,1.000956,1,307,0,0,0,0,0,0,0
1,45,1,1.000992,2,84,0,0,0,0,0,0,0
1,45,1,1.000118,3,1248,0,0,0,0,0,0,0
1,45,1,1.000939,4,299,0,0,0,0,0,0,0
1,45,1,1.000130,5,1704,0,0,0,0,0,0,0
1,45,1,1.000150,6,282,0,0,0,0,0,0,0
1,45,1,1.000978,7,5966,0,0,0,0,0,0,0
1,45,1,1.000004,8,108801,0,0,0,0,0,0,0
1,45,1,1.000150,9,275,0,0,0,0,0,0,0
1,45,1,1.000965,10,295,0,0,0,0,0,0,0
1,45,1,1.000249,11,3283,0,0,0,0,0,0,0
1,45,1,1.000021,12,5865,0,0,0,0,0,0,0
1,45,1,1.000004,13,109592,0,0,0,0,0,0,0
1,45,1,1.000620,14,292,0,0,0,0,0,0,0
1,45,1,1.000580,15,322,0,0,0,0,0,0,0
1,45,1,1.000001,16,822,0,0,0,0,0,0,0
1,45,1,1.000068,17,767,0,0,0,0,0,0,0
1,45,1,1.000011,18,99802,0,0,0,0,0,0,0
1,45,1,1.000033,19,1015,0,0,0,0,0,0,0
1,45,1,1.000002,20,987,0,0,0,0,0,0,0
1,45,1,1.000034,21,7019,0,0,0,0,0,0,0
1,45,1,1.000075,22,0,10030,0,39,0,0,10030,10030
1,45,1,1.000031,23,0,11282,0,36,0,0,11282,11282
1,45,1,1.000886,24,0,85,0,3,0,0,85,85
1,45,1,1.000808,25,0,569,0,1,0,0,569,569
1,45,1,1.000134,26,0,294,0,8,0,0,294,294
1,45,1,1.000012,27,0,56093,0,2,0,0,56093,56093
1,45,1,1.000898,28,0,788,0,5,0,0,788,788
1,45,1,1.000585,29,0,47,0,0,0,0,47,47
1,45,1,1.000725,30,0,262,0,2,0,0,262,262
1,45,1,1.000118,31,0,5691,0,3,0,0,5691,5691
1,45,1,1.000891,32,0,5230,0,4,0,0,5230,5230
1,45,1,1.000006,33,0,555,0,8,0,0,555,555
1,45,1,1.000007,34,0,1255,0,0,0,0,1255,1255
1,45,1,1.000007,35,0,689,0,0,0,0,689,689
1,45,1,1.000116,36,0,198,0,4,0,0,198,198
1,45,1,1.000000,37,0,332,0,4,0,0,332,332
1,45,1,1.000816,38,0,3938,0,0,0,0,3938,3938
1,45,1,1.000000,39,0,715,0,0,0,0,715,715
1,45,1,1.001046,40,0,1058,0,31,0,0,1058,1058
1,45,1,1.000973,41,0,602,0,4,0,0,602,602
1,45,1,1.000010,42,0,53837,0,5,0,0,53837,53837
1,45,1,1.001039,43,0,229,0,2,0,0,229,229
1,45,1,1.000050,44,0,687,0,1,0,0,687,687
2,45,1,1.000040,0,91397,0,0,0,0,0,0,0
2,45,1,1.000893,1,174,0,0,0,0,0,0,0
2,45,1,1.000882,2,125,0,0,0,0,0,0,0
2,45,1,1.000058,3,738,0,0,0,0,0,0,0
2,45,1,1.000268,4,167,0,0,0,0,0,0,0
2,45,1,1.000012,5,920,0,0,0,0,0,0,0
2,45,1,1.000068,6,187,0,0,0,0,0,0,0
2,45,1,1.001007,7,1278,0,0,0,0,0,0,0
2,45,1,1.000017,8,132564,0,0,0,0,0,0,0
2,45,1,1.000068,9,182,0,0,0,0,0,0,0
2,45,1,1.000116,10,157,0,0,0,0,0,0,0
2,45,1,1.000006,11,16457,0,0,0,0,0,0,0
2,45,1,1.000041,12,4140,0,0,0,0,0,0,0
