Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,64,1,0,14000,0,0,0,66835,0,0,0
1,64,1,1,0,1000,0,0,0,1835,1000,1000
1,64,1,2,9000,0,0,0,51219,0,0,0
1,64,1,3,0,1000,0,0,0,1893,1000,1000
1,64,1,4,9000,0,0,0,68502,0,0,0
1,64,1,5,0,1000,0,0,0,1989,1000,1000
1,64,1,6,9000,0,0,0,48345,0,0,0
1,64,1,7,0,1000,0,0,0,1891,1000,1000
1,64,1,8,21000,0,0,0,79657,0,0,0
1,64,1,9,0,1000,0,0,0,1533,1000,1000
1,64,1,10,9000,0,0,0,67222,0,0,0
1,64,1,11,0,1000,0,0,0,1985,1000,1000
1,64,1,12,8000,0,0,0,66253,0,0,0
1,64,1,13,0,1000,0,0,0,1917,1000,1000
1,64,1,14,9000,0,0,0,66858,0,0,0
1,64,1,15,0,1000,0,0,0,1934,1000,1000
1,64,1,16,20000,0,0,0,83707,0,0,0
1,64,1,17,0,1000,0,0,0,1900,1000,1000
1,64,1,18,7000,0,0,0,63454,0,0,0
1,64,1,19,0,1000,0,0,0,1803,1000,1000
1,64,1,20,26000,0,0,0,80104,0,0,0
1,64,1,21,0,1000,0,0,0,2199,1000,1000
1,64,1,22,11000,0,0,0,66695,0,0,0
1,64,1,23,0,1000,0,0,0,1906,1000,1000
1,64,1,24,9000,0,0,0,67847,0,0,0
1,64,1,25,0,1000,0,0,0,2103,1000,1000
1,64,1,26,24000,0,0,0,85398,0,0,0
1,64,1,27,0,1000,0,0,0,1842,1000,1000
1,64,1,28,9000,0,0,0,68364,0,0,0
1,64,1,29,0,1000,0,0,0,1878,1000,1000
1,64,1,30,17000,0,0,0,76199,0,0,0
1,64,1,31,0,1000,0,0,0,1707,1000,1000
1,64,1,32,29000,0,0,0,84446,0,0,0
1,64,1,33,0,1000,0,0,0,1908,1000,1000
1,64,1,34,8000,0,0,0,64304,0,0,0
1,64,1,35,0,1000,0,0,0,1754,1000,1000
1,64,1,36,8000,0,0,0,65839,0,0,0
1,64,1,37,0,1000,0,0,0,1710,1000,1000
1,64,1,38,10000,0,0,0,59140,0,0,0
1,64,1,39,0,1000,0,0,0,1899,1000,1000
1,64,1,40,23000,0,0,0,77787,0,0,0
1,64,1,41,0,1000,0,0,0,2008,1000,1000
1,64,1,42,18000,0,0,0,71456,0,0,0
1,64,1,43,0,1000,0,0,0,1809,1000,1000
1,64,1,44,9000,0,0,0,51359,0,0,0
1,64,1,45,0,1000,0,0,0,1987,1000,1000
1,64,1,46,12000,0,0,0,61189,0,0,0
1,64,1,47,0,1000,0,0,0,2029,1000,1000
1,64,1,48,9000,0,0,0,53565,0,0,0
1,64,1,49,0,1000,0,0,0,1768,1000,1000
1,64,1,50,13000,0,0,0,64159,0,0,0
1,64,1,51,0,1000,0,0,0,2069,1000,1000
1,64,1,52,16000,0,0,0,64211,0,0,0
1,64,1,53,0,1000,0,0,0,1635,1000,1000
1,64,1,54,6000,0,0,0,38854,0,0,0
1,64,1,55,0,1000,0,0,0,2137,1000,1000
1,64,1,56,19000,0,0,0,80040,0,0,0
1,64,1,57,0,1000,0,0,0,1962,1000,1000
1,64,1,58,15000,0,0,0,70287,0,0,0
1,64,1,59,0,1000,0,0,0,1921,1000,1000
1,64,1,60,9000,0,0,0,66764,0,0,0
1,64,1,61,0,1000,0,0,0,1860,1000,1000
1,64,1,62,28000,0,0,0,80485,0,0,0
1,64,1,63,0,1000,0,0,0,1919,1000,1000
2,64,1,0,6000,0,0,0,60477,0,0,0
2,64,1,1,0,1000,0,0,0,2842,1000,1000
2,64,1,2,11000,0,0,0,65210,0,0,0
2,64,1,3,0,1000,0,0,0,3127,1000,1000
2,64,1,4,8000,0,0,0,65283,0,0,0
2,64,1,5,0,1000,0,0,0,3446,1000,1000
2,64,1,6,8000,0,0,0,65568,0,0,0
2,64,1,7,0,675,0,325,0,2230,675,675
2,64,1,8,19000,0,0,0,77271,0,0,0
2,64,1,9,0,847,0,153,0,2132,847,847
2,64,1,10,8000,0,0,0,65102,0,0,0
2,64,1,11,0,1000,0,0,0,3492,1000,1000
2,64,1,12,7000,0,0,0,63199,0,0,0
2,64,1,13,0,859,0,141,0,2701,859,859
2,64,1,14,8000,0,0,0,65240,0,0,0
2,64,1,15,0,1000,0,0,0,3206,1000,1000
2,64,1,16,16000,0,0,0,80950,0,0,0
2,64,1,17,0,853,0,147,0,2859,853,853
2,64,1,18,7000,0,0,0,64060,0,0,0
2,64,1,19,0,1000,0,0,0,3239,1000,1000
2,64,1,20,22000,0,0,0,78710,0,0,0
2,64,1,21,0,1000,0,0,0,3491,1000,1000
2,64,1,22,18000,0,0,0,86666,0,0,0
2,64,1,23,0,1000,0,0,0,2772,1000,1000
2,64,1,24,8000,0,0,0,65779,0,0,0
2,64,1,25,0,1000,0,0,0,3250,1000,1000
2,64,1,26,27000,0,0,0,86638,0,0,0
2,64,1,27,0,1000,0,0,0,3162,1000,1000
2,64,1,28,8000,0,0,0,66556,0,0,0
2,64,1,29,0,1000,0,0,0,3439,1000,1000
2,64,1,30,11000,0,0,0,70315,0,0,0
2,64,1,31,0,1000,0,0,0,2504,1000,1000
2,64,1,32,27000,0,0,0,85961,0,0,0
2,64,1,33,0,830,0,170,0,2609,830,830
2,64,1,34,7000,0,0,0,62148,0,0,0
2,64,1,35,0,967,0,33,0,2599,967,967
2,64,1,36,7000,0,0,0,63772,0,0,0
2,64,1,37,0,860,0,140,0,2548,860,860
2,64,1,38,11000,0,0,0,71264,0,0,0
2,64,1,39,0,1000,0,0,0,3273,1000,1000
2,64,1,40,25000,0,0,0,81347,0,0,0
2,64,1,41,0,832,0,168,0,2649,832,832
2,64,1,42,20000,0,0,0,77071,0,0,0
2,64,1,43,0,1000,0,0,0,3190,1000,1000
2,64,1,44,11000,0,0,0,67218,0,0,0
2,64,1,45,0,1000,0,0,0,3258,1000,1000
2,64,1,46,15000,0,0,0,79596,0,0,0
2,64,1,47,0,1000,0,0,0,3411,1000,1000
2,64,1,48,11000,0,0,0,66753,0,0,0
2,64,1,49,0,1000,0,0,0,3264,1000,1000
2,64,1,50,15000,0,0,0,80626,0,0,0
2,64,1,51,0,1000,0,0,0,3616,1000,1000
2,64,1,52,23000,0,0,0,80439,0,0,0
2,64,1,53,0,1000,0,0,0,2349,1000,1000
2,64,1,54,11000,0,0,0,67861,0,0,0
2,64,1,55,0,1000,0,0,0,3380,1000,1000
2,64,1,56,16000,0,0,0,81763,0,0,0
2,64,1,57,0,875,0,125,0,2758,875,875
2,64,1,58,16000,0,0,0,79506,0,0,0
2,64,1,59,0,802,0,198,0,2577,802,802
2,64,1,60,7000,0,0,0,61885,0,0,0
2,64,1,61,0,1000,0,0,0,3300,1000,1000
2,64,1,62,11000,0,0,0,69867,0,0,0
2,64,1,63,0,1000,0,0,0,3277,1000,1000
3,64,1,0,7000,0,0,0,63325,0,0,0
3,64,1,1,0,607,0,393,0,1887,607,607
3,64,1,2,12000,0,0,0,68360,0,0,0
3,64,1,3,0,952,0,48,0,3298,952,952
3,64,1,4,8000,0,0,0,65172,0,0,0
3,64,1,5,0,1000,0,0,0,3470,1000,1000
3,64,1,6,8000,0,0,0,65280,0,0,0
3,64,1,7,0,1000,0,0,0,3063,1000,1000
3,64,1,8,18000,0,0,0,76998,0,0,0
3,64,1,9,0,1000,0,0,0,2343,1000,1000
3,64,1,10,8000,0,0,0,64940,0,0,0
3,64,1,11,0,1000,0,0,0,3411,1000,1000
3,64,1,12,7000,0,0,0,63442,0,0,0
3,64,1,13,0,1000,0,0,0,3083,1000,1000
3,64,1,14,8000,0,0,0,65175,0,0,0
3,64,1,15,0,1000,0,0,0,3363,1000,1000
3,64,1,16,16000,0,0,0,79920,0,0,0
3,64,1,17,0,1000,0,0,0,3229,1000,1000
3,64,1,18,7000,0,0,0,63360,0,0,0
3,64,1,19,0,1000,0,0,0,3176,1000,1000
3,64,1,20,22000,0,0,0,77354,0,0,0
3,64,1,21,0,1000,0,0,0,3524,1000,1000
3,64,1,22,16000,0,0,0,81336,0,0,0
3,64,1,23,0,681,0,319,0,2056,681,681
3,64,1,24,8000,0,0,0,65894,0,0,0
3,64,1,25,0,999,0,1,0,3381,999,999
3,64,1,26,26000,0,0,0,84830,0,0,0
3,64,1,27,0,1000,0,0,0,3230,1000,1000
3,64,1,28,8000,0,0,0,66334,0,0,0
3,64,1,29,0,1000,0,0,0,3458,1000,1000
3,64,1,30,11000,0,0,0,69871,0,0,0
3,64,1,31,0,1000,0,0,0,2603,1000,1000
3,64,1,32,26000,0,0,0,83167,0,0,0
3,64,1,33,0,1000,0,0,0,3059,1000,1000
3,64,1,34,7000,0,0,0,61734,0,0,0
3,64,1,35,0,852,0,148,0,2518,852,852
3,64,1,36,7000,0,0,0,63071,0,0,0
3,64,1,37,0,1000,0,0,0,2718,1000,1000
3,64,1,38,11000,0,0,0,70283,0,0,0
3,64,1,39,0,999,0,1,0,3293,999,999
3,64,1,40,24000,0,0,0,80039,0,0,0
3,64,1,41,0,1000,0,0,0,3117,1000,1000
3,64,1,42,21000,0,0,0,79802,0,0,0
3,64,1,43,0,1000,0,0,0,3346,1000,1000
3,64,1,44,11000,0,0,0,66957,0,0,0
3,64,1,45,0,1000,0,0,0,3329,1000,1000
3,64,1,46,16000,0,0,0,80502,0,0,0
3,64,1,47,0,1000,0,0,0,3645,1000,1000
3,64,1,48,11000,0,0,0,65767,0,0,0
3,64,1,49,0,1000,0,0,0,3364,1000,1000
3,64,1,50,16000,0,0,0,81276,0,0,0
3,64,1,51,0,1000,0,0,0,3508,1000,1000
3,64,1,52,23000,0,0,0,82511,0,0,0
3,64,1,53,0,842,0,158,0,2015,842,842
3,64,1,54,11000,0,0,0,67422,0,0,0
3,64,1,55,0,985,0,15,0,3491,985,985
3,64,1,56,16000,0,0,0,80253,0,0,0
