Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,1,0,8310502,8310502,0,0,0,0,8310502,1
2,1,1,0,8315523,8315523,0,0,0,0,8315523,1
3,1,1,0,8309634,8309634,0,0,0,0,8309634,1
4,1,1,0,8318521,8318521,0,0,0,0,8318521,1
5,1,1,0,8259348,8259348,0,0,0,0,8259348,1
6,1,1,0,8246426,8246426,0,0,0,0,8246426,1
7,1,1,0,8257328,8257328,0,0,0,0,8257328,1
8,1,1,0,8261813,8261813,0,0,0,0,8261813,1
9,1,1,0,8259944,8259944,0,0,0,0,8259944,1
10,1,1,0,8263617,8263617,0,0,0,0,8263617,1
