Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,2,1,0,1334000,0,0,0,0,0,0,0
1,2,1,1,0,1109000,0,0,0,0,1109000,1109000
2,2,1,0,870000,0,0,0,0,0,0,0
2,2,1,1,0,620000,0,0,0,0,620000,620000
3,2,1,0,2458000,0,0,0,0,0,0,0
3,2,1,1,0,1440000,0,0,0,0,1440000,1440000
4,2,1,0,1298000,0,0,0,0,0,0,0
4,2,1,1,0,1157000,0,0,0,0,1157000,1157000
5,2,1,0,2519000,0,0,0,0,0,0,0
5,2,1,1,0,968000,0,0,0,0,968000,968000
6,2,1,0,1352000,0,0,0,0,0,0,0
6,2,1,1,0,1137000,0,0,0,0,1137000,1137000
7,2,1,0,1200000,0,0,0,0,0,0,0
7,2,1,1,0,1164000,0,0,0,0,1164000,1164000
8,2,1,0,1282000,0,0,0,0,0,0,0
8,2,1,1,0,1139000,0,0,0,0,1139000,1139000
9,2,1,0,1293000,0,0,0,0,0,0,0
9,2,1,1,0,1114000,0,0,0,0,1114000,1114000
10,2,1,0,1294000,0,0,0,0,0,0,0
10,2,1,1,0,1116000,0,0,0,0,1116000,1116000
