Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,5,0,580209000,580209000,0,0,0,0,580209000,1000
2,1,5,0,579254000,579254000,0,0,0,0,579254000,1000
3,1,5,0,579984000,579984000,0,0,0,0,579984000,1000
4,1,5,0,581330000,581330000,0,0,0,0,581330000,1000
5,1,5,0,569398000,569398000,0,0,0,0,569398000,1000
6,1,5,0,576772000,576772000,0,0,0,0,576772000,1000
7,1,5,0,581107000,581107000,0,0,0,0,581107000,1000
8,1,5,0,580670000,580670000,0,0,0,0,580670000,1000
9,1,5,0,580097000,580097000,0,0,0,0,580097000,1000
10,1,5,0,580032000,580032000,0,0,0,0,580032000,1000
