Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,2,1,0,624185,624185,0,0,0,0,624185,1
1,2,1,1,603856,603856,0,0,0,0,603856,1
2,2,1,0,635292,635292,0,0,0,0,635292,1
2,2,1,1,631311,631311,0,0,0,0,631311,1
3,2,1,0,466204,466204,0,0,0,0,466204,1
3,2,1,1,485106,485106,0,0,0,0,485106,1
4,2,1,0,434352,434352,0,0,0,0,434352,1
4,2,1,1,619073,619073,0,0,0,0,619073,1
5,2,1,0,495775,495775,0,0,0,0,495775,1
5,2,1,1,512338,512338,0,0,0,0,512338,1
6,2,1,0,615594,615594,0,0,0,0,615594,1
6,2,1,1,648121,648121,0,0,0,0,648121,1
7,2,1,0,569305,569305,0,0,0,0,569305,1
7,2,1,1,568156,568156,0,0,0,0,568156,1
8,2,1,0,628866,628866,0,0,0,0,628866,1
8,2,1,1,638030,638030,0,0,0,0,638030,1
9,2,1,0,582123,582123,0,0,0,0,582123,1
9,2,1,1,581186,581186,0,0,0,0,581186,1
10,2,1,0,636285,636285,0,0,0,0,636285,1
10,2,1,1,660917,660917,0,0,0,0,660917,1
