Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,2,1,0,1718000,0,0,0,0,0,0,0
1,2,1,1,0,1717858,0,4615142,0,0,1717858,1717858
2,2,1,0,4596000,0,0,0,0,0,0,0
2,2,1,1,0,3090290,0,889710,0,0,3090290,3090290
3,2,1,0,2764000,0,0,0,0,0,0,0
3,2,1,1,0,2554209,0,20791,0,0,2554209,2554209
4,2,1,0,2303000,0,0,0,0,0,0,0
4,2,1,1,0,2303000,0,214000,0,0,2303000,2303000
5,2,1,0,2311000,0,0,0,0,0,0,0
5,2,1,1,0,2310962,0,208038,0,0,2310962,2310962
6,2,1,0,2315000,0,0,0,0,0,0,0
6,2,1,1,0,2315000,0,237000,0,0,2315000,2315000
7,2,1,0,2868000,0,0,0,0,0,0,0
7,2,1,1,0,2788000,0,0,0,0,2788000,2788000
8,2,1,0,2484000,0,0,0,0,0,0,0
8,2,1,1,0,2483611,0,186389,0,0,2483611,2483611
9,2,1,0,3698000,0,0,0,0,0,0,0
9,2,1,1,0,2281729,0,271,0,0,2281729,2281729
10,2,1,0,1886000,0,0,0,0,0,0,0
10,2,1,1,0,1885715,0,2899285,0,0,1885715,1885715
