Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,10,1,0,104000,0,0,0,146556,0,0,0
1,10,1,1,115000,0,0,0,133875,0,0,0
1,10,1,2,105000,0,0,0,146738,0,0,0
1,10,1,3,128000,0,0,0,130570,0,0,0
1,10,1,4,106000,0,0,0,148316,0,0,0
1,10,1,5,0,22000,0,0,0,4929,22000,22000
1,10,1,6,0,22000,0,0,0,4605,22000,22000
1,10,1,7,0,24000,0,0,0,4721,24000,24000
1,10,1,8,0,23000,0,0,0,4540,23000,23000
1,10,1,9,0,23000,0,0,0,4503,23000,23000
2,10,1,0,96000,0,0,0,129049,0,0,0
2,10,1,1,94000,0,0,0,132953,0,0,0
2,10,1,2,97000,0,0,0,131694,0,0,0
2,10,1,3,105000,0,0,0,109860,0,0,0
2,10,1,4,97000,0,0,0,128863,0,0,0
2,10,1,5,0,19000,0,0,0,3833,19000,19000
2,10,1,6,0,19000,0,0,0,4550,19000,19000
2,10,1,7,0,19000,0,0,0,3277,19000,19000
2,10,1,8,0,19000,0,0,0,4364,19000,19000
2,10,1,9,0,19000,0,0,0,3624,19000,19000
3,10,1,0,139000,0,0,0,156938,0,0,0
3,10,1,1,119000,0,0,0,166535,0,0,0
3,10,1,2,106000,0,0,0,161694,0,0,0
3,10,1,3,116000,0,0,0,157716,0,0,0
3,10,1,4,114000,0,0,0,153347,0,0,0
3,10,1,5,0,19000,0,0,0,3748,19000,19000
3,10,1,6,0,18000,0,0,0,4680,18000,18000
3,10,1,7,0,18000,0,0,0,3143,18000,18000
3,10,1,8,0,18000,0,0,0,4306,18000,18000
3,10,1,9,0,17000,0,0,0,3341,17000,17000
4,10,1,0,119000,0,0,0,148041,0,0,0
4,10,1,1,102000,0,0,0,154509,0,0,0
4,10,1,2,105000,0,0,0,157746,0,0,0
4,10,1,3,106000,0,0,0,155455,0,0,0
4,10,1,4,257000,0,0,0,169639,0,0,0
4,10,1,5,0,23000,0,0,0,8067,23000,23000
4,10,1,6,0,22000,0,0,0,6403,22000,22000
4,10,1,7,0,21000,0,0,0,3841,21000,21000
4,10,1,8,0,22000,0,0,0,6054,22000,22000
4,10,1,9,0,21000,0,0,0,4444,21000,21000
5,10,1,0,99000,0,0,0,134191,0,0,0
5,10,1,1,97000,0,0,0,131474,0,0,0
5,10,1,2,100000,0,0,0,132799,0,0,0
5,10,1,3,98000,0,0,0,134837,0,0,0
5,10,1,4,107000,0,0,0,108144,0,0,0
5,10,1,5,0,21000,0,0,0,3576,21000,21000
5,10,1,6,0,20000,0,0,0,4982,20000,20000
5,10,1,7,0,20000,0,0,0,3431,20000,20000
5,10,1,8,0,20000,0,0,0,4111,20000,20000
5,10,1,9,0,20000,0,0,0,4044,20000,20000
6,10,1,0,96000,0,0,0,132669,0,0,0
6,10,1,1,94000,0,0,0,130891,0,0,0
6,10,1,2,97000,0,0,0,130098,0,0,0
6,10,1,3,94000,0,0,0,134469,0,0,0
6,10,1,4,106000,0,0,0,105853,0,0,0
6,10,1,5,0,19000,0,0,0,3835,19000,19000
6,10,1,6,0,19000,0,0,0,4459,19000,19000
6,10,1,7,0,18000,0,0,0,3337,18000,18000
6,10,1,8,0,19000,0,0,0,4067,19000,19000
6,10,1,9,0,19000,0,0,0,3801,19000,19000
7,10,1,0,120000,0,0,0,184011,0,0,0
7,10,1,1,107000,0,0,0,188475,0,0,0
7,10,1,2,96000,0,0,0,172910,0,0,0
7,10,1,3,94000,0,0,0,175798,0,0,0
7,10,1,4,142000,0,0,0,143704,0,0,0
7,10,1,5,0,17000,0,0,0,3735,17000,17000
7,10,1,6,0,17000,0,0,0,4117,17000,17000
7,10,1,7,0,18000,0,0,0,3981,18000,18000
7,10,1,8,0,17000,0,0,0,4241,17000,17000
7,10,1,9,0,18000,0,0,0,3657,18000,18000
8,10,1,0,95000,0,0,0,162957,0,0,0
8,10,1,1,88000,0,0,0,165676,0,0,0
8,10,1,2,97000,0,0,0,163765,0,0,0
8,10,1,3,94000,0,0,0,166148,0,0,0
8,10,1,4,225000,0,0,0,150323,0,0,0
8,10,1,5,0,19000,0,0,0,5187,19000,19000
8,10,1,6,0,19000,0,0,0,4762,19000,19000
8,10,1,7,0,20000,0,0,0,4356,20000,20000
8,10,1,8,0,18000,0,0,0,4202,18000,18000
8,10,1,9,0,20000,0,0,0,3976,20000,20000
9,10,1,0,96000,0,0,0,134349,0,0,0
9,10,1,1,90000,0,0,0,136918,0,0,0
9,10,1,2,98000,0,0,0,135389,0,0,0
9,10,1,3,94000,0,0,0,139101,0,0,0
9,10,1,4,121000,0,0,0,107555,0,0,0
9,10,1,5,0,20000,0,0,0,4294,20000,20000
9,10,1,6,0,21000,0,0,0,4587,21000,21000
9,10,1,7,0,21000,0,0,0,4438,21000,21000
9,10,1,8,0,20000,0,0,0,3541,20000,20000
9,10,1,9,0,21000,0,0,0,4275,21000,21000
10,10,1,0,93000,0,0,0,134267,0,0,0
10,10,1,1,88000,0,0,0,135403,0,0,0
10,10,1,2,94000,0,0,0,134859,0,0,0
10,10,1,3,91000,0,0,0,137971,0,0,0
10,10,1,4,119000,0,0,0,108364,0,0,0
10,10,1,5,0,19000,0,0,0,3986,19000,19000
10,10,1,6,0,19000,0,0,0,3960,19000,19000
10,10,1,7,0,19000,0,0,0,3294,19000,19000
10,10,1,8,0,19000,0,0,0,3490,19000,19000
10,10,1,9,0,19000,0,0,0,3581,19000,19000
