Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,1,5,0,112258851,112258851,0,0,0,0,112258851,1
2,1,5,0,112308325,112308325,0,0,0,0,112308325,1
3,1,5,0,112297354,112297354,0,0,0,0,112297354,1
4,1,5,0,112352698,112352698,0,0,0,0,112352698,1
5,1,5,0,112269669,112269669,0,0,0,0,112269669,1
6,1,5,0,112335260,112335260,0,0,0,0,112335260,1
7,1,5,0,112255184,112255184,0,0,0,0,112255184,1
8,1,5,0,112334561,112334561,0,0,0,0,112334561,1
9,1,5,0,112288993,112288993,0,0,0,0,112288993,1
10,1,5,0,89900883,89900883,0,0,0,0,89900883,1
