Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,2,1,0,719175,719175,0,0,0,0,719175,1
1,2,1,1,789174,789174,0,0,0,0,789174,1
2,2,1,0,754616,754616,0,0,0,0,754616,1
2,2,1,1,627785,627785,0,0,0,0,627785,1
3,2,1,0,747629,747629,0,0,0,0,747629,1
3,2,1,1,796948,796948,0,0,0,0,796948,1
4,2,1,0,788539,788539,0,0,0,0,788539,1
4,2,1,1,803043,803043,0,0,0,0,803043,1
5,2,1,0,714315,714315,0,0,0,0,714315,1
5,2,1,1,759634,759634,0,0,0,0,759634,1
6,2,1,0,808759,808759,0,0,0,0,808759,1
6,2,1,1,821651,821651,0,0,0,0,821651,1
7,2,1,0,731235,731235,0,0,0,0,731235,1
7,2,1,1,776674,776674,0,0,0,0,776674,1
8,2,1,0,798928,798928,0,0,0,0,798928,1
8,2,1,1,810522,810522,0,0,0,0,810522,1
9,2,1,0,718752,718752,0,0,0,0,718752,1
9,2,1,1,787328,787328,0,0,0,0,787328,1
10,2,1,0,743395,743395,0,0,0,0,743395,1
10,2,1,1,822484,822484,0,0,0,0,822484,1
