Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,32,1,0,153000,0,0,0,15090,0,0,0
1,32,1,1,0,5285,0,107715,0,28395,5285,5285
1,32,1,2,0,4314,0,181686,0,21406,4314,4314
1,32,1,3,0,5390,0,137610,0,24190,5390,5390
1,32,1,4,0,4440,0,195560,0,23623,4440,4440
1,32,1,5,0,4019,0,230981,0,22852,4019,4019
1,32,1,6,0,4030,0,216970,0,22536,4030,4030
1,32,1,7,0,5292,0,135708,0,23021,5292,5292
1,32,1,8,0,4929,0,298071,0,24136,4929,4929
1,32,1,9,0,5564,0,215436,0,23587,5564,5564
1,32,1,10,0,4418,0,218582,0,26771,4418,4418
1,32,1,11,0,4175,0,370825,0,27045,4175,4175
1,32,1,12,0,4258,0,343742,0,24294,4258,4258
1,32,1,13,0,7576,0,53424,0,14617,7576,7576
1,32,1,14,0,5071,0,213929,0,27300,5071,5071
1,32,1,15,0,4090,0,216910,0,26537,4090,4090
1,32,1,16,0,4960,0,227040,0,27757,4960,4960
1,32,1,17,0,4284,0,362716,0,25828,4284,4284
1,32,1,18,0,4546,0,300454,0,26893,4546,4546
1,32,1,19,0,5800,0,161200,0,29331,5800,5800
1,32,1,20,0,6008,0,200992,0,23462,6008,6008
1,32,1,21,0,5620,0,160380,0,26355,5620,5620
1,32,1,22,0,4739,0,278261,0,21119,4739,4739
1,32,1,23,0,5604,0,165396,0,26362,5604,5604
1,32,1,24,0,4121,0,353879,0,26962,4121,4121
1,32,1,25,0,4843,0,206157,0,26187,4843,4843
1,32,1,26,0,5619,0,141381,0,27982,5619,5619
1,32,1,27,0,5558,0,194442,0,26076,5558,5558
1,32,1,28,0,4717,0,253283,0,24271,4717,4717
1,32,1,29,0,4281,0,325719,0,24965,4281,4281
1,32,1,30,0,4240,0,330760,0,24742,4240,4240
1,32,1,31,0,5209,0,190791,0,24811,5209,5209
2,32,1,0,144000,0,0,0,13918,0,0,0
2,32,1,1,0,4728,0,149272,0,21294,4728,4728
2,32,1,2,0,3919,0,146081,0,22529,3919,3919
2,32,1,3,0,4078,0,175922,0,20633,4078,4078
2,32,1,4,0,4377,0,117623,0,22376,4377,4377
2,32,1,5,0,3992,0,169008,0,22406,3992,3992
2,32,1,6,0,4005,0,139995,0,21690,4005,4005
2,32,1,7,0,4180,0,170820,0,20324,4180,4180
2,32,1,8,0,4500,0,297500,0,24680,4500,4500
2,32,1,9,0,4816,0,311184,0,24718,4816,4816
2,32,1,10,0,4525,0,176475,0,26451,4525,4525
2,32,1,11,0,4449,0,331551,0,25878,4449,4449
2,32,1,12,0,4496,0,303504,0,24718,4496,4496
2,32,1,13,0,4872,0,233128,0,23029,4872,4872
2,32,1,14,0,4803,0,226197,0,23413,4803,4803
2,32,1,15,0,4571,0,172429,0,26133,4571,4571
2,32,1,16,0,4590,0,208410,0,23061,4590,4590
2,32,1,17,0,4218,0,272782,0,25594,4218,4218
2,32,1,18,0,4626,0,221374,0,22673,4626,4626
2,32,1,19,0,5255,0,194745,0,22730,5255,5255
