Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,8,1,0,222904,0,0,0,3512,0,0,0
1,8,1,1,0,36307,0,104013,0,33815,36307,36307
1,8,1,2,0,32320,0,126987,0,34505,32320,32320
1,8,1,3,0,28315,0,155818,0,31875,28315,28315
1,8,1,4,0,30030,0,144277,0,32084,30030,30030
1,8,1,5,0,32037,0,123026,0,33128,32037,32037
1,8,1,6,0,31376,0,139296,0,32472,31376,31376
1,8,1,7,0,32519,0,126451,0,34652,32519,32519
2,8,1,0,177131,0,0,0,2789,0,0,0
2,8,1,1,0,23420,0,119546,0,27662,23420,23420
2,8,1,2,0,23962,0,125515,0,27609,23962,23962
2,8,1,3,0,25596,0,111047,0,26897,25596,25596
2,8,1,4,0,24504,0,121583,0,27257,24504,24504
2,8,1,5,0,27582,0,123520,0,28132,27582,27582
2,8,1,6,0,24716,0,104125,0,27830,24716,24716
2,8,1,7,0,27351,0,134976,0,28265,27351,27351
3,8,1,0,174511,0,0,0,2315,0,0,0
3,8,1,1,0,22340,0,112971,0,25644,22340,22340
3,8,1,2,0,22752,0,114464,0,26309,22752,22752
3,8,1,3,0,24717,0,106438,0,25331,24717,24717
3,8,1,4,0,26446,0,126081,0,26420,26446,26446
3,8,1,5,0,27349,0,117469,0,26734,27349,27349
3,8,1,6,0,23996,0,98258,0,26000,23996,23996
3,8,1,7,0,26911,0,127326,0,26389,26911,26911
4,8,1,0,176944,0,0,0,2724,0,0,0
4,8,1,1,0,23049,0,119349,0,26925,23049,23049
4,8,1,2,0,23059,0,119253,0,27152,23059,23059
4,8,1,3,0,25210,0,110947,0,26663,25210,25210
4,8,1,4,0,26784,0,130680,0,27271,26784,26784
4,8,1,5,0,27195,0,119101,0,28006,27195,27195
4,8,1,6,0,24431,0,103086,0,27312,24431,24431
4,8,1,7,0,27216,0,133240,0,27800,27216,27216
5,8,1,0,177908,0,0,0,3785,0,0,0
5,8,1,1,0,25443,0,116234,0,27781,25443,25443
5,8,1,2,0,24654,0,149557,0,26142,24654,24654
5,8,1,3,0,25682,0,116488,0,28096,25682,25682
5,8,1,4,0,26177,0,132469,0,26795,26177,26177
5,8,1,5,0,24715,0,132424,0,26490,24715,24715
5,8,1,6,0,25890,0,102919,0,27647,25890,25890
5,8,1,7,0,25347,0,124162,0,27597,25347,25347
6,8,1,0,174196,0,0,0,3176,0,0,0
6,8,1,1,0,24677,0,114811,0,26819,24677,24677
6,8,1,2,0,24053,0,144297,0,25525,24053,24053
6,8,1,3,0,24671,0,114519,0,26764,24671,24671
6,8,1,4,0,27074,0,109117,0,26237,27074,27074
6,8,1,5,0,24148,0,126666,0,25313,24148,24148
6,8,1,6,0,24895,0,99718,0,26247,24895,24895
6,8,1,7,0,24678,0,137699,0,25983,24678,24678
7,8,1,0,177373,0,0,0,3585,0,0,0
7,8,1,1,0,25001,0,116696,0,27845,25001,25001
7,8,1,2,0,24649,0,146191,0,25954,24649,24649
7,8,1,3,0,25304,0,116229,0,27602,25304,25304
7,8,1,4,0,27621,0,111576,0,27419,27621,27621
7,8,1,5,0,24471,0,128890,0,26299,24471,24471
7,8,1,6,0,25210,0,102459,0,27319,25210,25210
7,8,1,7,0,25117,0,140613,0,26397,25117,25117
8,8,1,0,167989,0,0,0,3323,0,0,0
8,8,1,1,0,24528,0,111970,0,25478,24528,24528
8,8,1,2,0,23065,0,135811,0,23849,23065,23065
8,8,1,3,0,24702,0,111382,0,25380,24702,24702
8,8,1,4,0,23044,0,134627,0,23451,23044,23044
8,8,1,5,0,23736,0,126794,0,24463,23736,23736
8,8,1,6,0,24746,0,97671,0,24966,24746,24746
8,8,1,7,0,24168,0,135498,0,24620,24168,24168
9,8,1,0,166546,0,0,0,3218,0,0,0
9,8,1,1,0,24264,0,110498,0,24397,24264,24264
9,8,1,2,0,22875,0,133932,0,23337,22875,22875
9,8,1,3,0,24477,0,109982,0,25023,24477,24477
9,8,1,4,0,22816,0,133712,0,23371,22816,22816
9,8,1,5,0,23462,0,125665,0,24237,23462,23462
9,8,1,6,0,24508,0,96852,0,24537,24508,24508
9,8,1,7,0,24144,0,133726,0,24054,24144,24144
10,8,1,0,168984,0,0,0,3454,0,0,0
10,8,1,1,0,24721,0,112033,0,25613,24721,24721
10,8,1,2,0,23147,0,136465,0,23706,23147,23147
10,8,1,3,0,24652,0,111486,0,25527,24652,24652
10,8,1,4,0,23174,0,132966,0,23687,23174,23174
10,8,1,5,0,23888,0,126797,0,24510,23888,23888
10,8,1,6,0,24861,0,97401,0,24883,24861,24861
10,8,1,7,0,24541,0,134504,0,24362,24541,24541
