Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,45,1,0,6000,6000,0,0,8159,26509,6000,1000
1,45,1,1,6000,6000,0,0,9062,24263,6000,1000
1,45,1,2,6000,6000,0,0,12202,19744,6000,1000
1,45,1,3,5000,5000,0,0,13056,17975,5000,1000
1,45,1,4,5000,5000,0,0,11183,15179,5000,1000
1,45,1,5,5000,5000,0,0,17862,17621,5000,1000
1,45,1,6,5000,5000,0,0,14506,13903,5000,1000
1,45,1,7,5000,5000,0,0,17171,16756,5000,1000
1,45,1,8,5000,5000,0,0,15379,14738,5000,1000
1,45,1,9,5000,5000,0,0,18086,19289,5000,1000
1,45,1,10,5000,5000,0,0,15025,14464,5000,1000
1,45,1,11,6000,6000,0,0,15135,21723,6000,1000
1,45,1,12,5000,5000,0,0,12398,15508,5000,1000
1,45,1,13,5000,5000,0,0,11466,16136,5000,1000
1,45,1,14,5000,5000,0,0,17141,15834,5000,1000
1,45,1,15,5000,5000,0,0,14610,15391,5000,1000
1,45,1,16,5000,5000,0,0,18846,19647,5000,1000
1,45,1,17,5000,5000,0,0,15551,14663,5000,1000
1,45,1,18,6000,6000,0,0,17256,26907,6000,1000
1,45,1,19,5000,5000,0,0,11680,19398,5000,1000
1,45,1,20,5000,5000,0,0,15114,15225,5000,1000
1,45,1,21,5000,5000,0,0,12523,16677,5000,1000
1,45,1,22,6000,6000,0,0,16015,20612,6000,1000
1,45,1,23,5000,5000,0,0,15783,14565,5000,1000
1,45,1,24,6000,6000,0,0,17470,25322,6000,1000
1,45,1,25,6000,6000,0,0,20774,22058,6000,1000
1,45,1,26,5000,5000,0,0,12117,17854,5000,1000
1,45,1,27,6000,6000,0,0,15537,21430,6000,1000
1,45,1,28,6000,6000,0,0,14925,21227,6000,1000
1,45,1,29,5000,5000,0,0,12518,13822,5000,1000
1,45,1,30,5000,5000,0,0,12479,16909,5000,1000
1,45,1,31,5000,5000,0,0,14018,17797,5000,1000
1,45,1,32,6000,6000,0,0,20298,21603,6000,1000
1,45,1,33,6000,6000,0,0,18245,20310,6000,1000
1,45,1,34,5000,5000,0,0,18544,18606,5000,1000
1,45,1,35,5000,5000,0,0,13123,14476,5000,1000
1,45,1,36,6000,6000,0,0,18671,23442,6000,1000
1,45,1,37,6000,6000,0,0,13492,19585,6000,1000
1,45,1,38,5000,5000,0,0,11536,16539,5000,1000
1,45,1,39,5000,5000,0,0,14766,15135,5000,1000
1,45,1,40,5000,5000,0,0,16781,17671,5000,1000
1,45,1,41,5000,5000,0,0,11370,13390,5000,1000
1,45,1,42,6000,6000,0,0,16555,18012,6000,1000
1,45,1,43,6000,6000,0,0,15667,17465,6000,1000
1,45,1,44,5000,5000,0,0,11481,14600,5000,1000
2,45,1,0,6000,6000,0,0,18461,28536,6000,1000
2,45,1,1,6000,6000,0,0,16763,25197,6000,1000
2,45,1,2,6000,6000,0,0,11836,22654,6000,1000
2,45,1,3,5000,5000,0,0,18313,19591,5000,1000
2,45,1,4,5000,5000,0,0,13755,16852,5000,1000
2,45,1,5,5000,5000,0,0,14155,19278,5000,1000
2,45,1,6,5000,5000,0,0,14854,15798,5000,1000
2,45,1,7,5000,5000,0,0,10874,17838,5000,1000
2,45,1,8,5000,5000,0,0,13754,16322,5000,1000
2,45,1,9,5000,5000,0,0,19072,21528,5000,1000
2,45,1,10,5000,5000,0,0,9546,17793,5000,1000
2,45,1,11,5000,5000,0,0,15865,21196,5000,1000
2,45,1,12,5000,5000,0,0,14312,17969,5000,1000
2,45,1,13,5000,5000,0,0,11747,18601,5000,1000
2,45,1,14,5000,5000,0,0,12229,17048,5000,1000
2,45,1,15,5000,5000,0,0,11300,17150,5000,1000
2,45,1,16,5000,5000,0,0,16402,22938,5000,1000
2,45,1,17,5000,5000,0,0,11544,15913,5000,1000
2,45,1,18,6000,6000,0,0,20161,29397,6000,1000
2,45,1,19,5000,5000,0,0,15582,21611,5000,1000
2,45,1,20,5000,5000,0,0,14821,16628,5000,1000
2,45,1,21,5000,5000,0,0,18809,18147,5000,1000
2,45,1,22,6000,6000,0,0,11790,21876,6000,1000
2,45,1,23,6000,6000,0,0,16632,22727,6000,1000
2,45,1,24,6000,6000,0,0,18924,27028,6000,1000
2,45,1,25,5000,5000,0,0,17925,21617,5000,1000
2,45,1,26,5000,5000,0,0,18152,19431,5000,1000
2,45,1,27,5000,5000,0,0,17450,21562,5000,1000
2,45,1,28,6000,6000,0,0,16301,22115,6000,1000
2,45,1,29,5000,5000,0,0,12012,15719,5000,1000
2,45,1,30,5000,5000,0,0,9631,17982,5000,1000
2,45,1,31,6000,6000,0,0,22700,21126,6000,1000
2,45,1,32,6000,6000,0,0,15680,24117,6000,1000
2,45,1,33,5000,5000,0,0,17236,19695,5000,1000
2,45,1,34,5000,5000,0,0,15832,21067,5000,1000
2,45,1,35,5000,5000,0,0,14302,15972,5000,1000
2,45,1,36,6000,6000,0,0,20786,24738,6000,1000
