Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,32,1,0,31000,0,0,0,86342,0,0,0
1,32,1,1,23000,0,0,0,99174,0,0,0
1,32,1,2,19000,0,0,0,91594,0,0,0
1,32,1,3,26000,0,0,0,97990,0,0,0
1,32,1,4,25000,0,0,0,80978,0,0,0
1,32,1,5,21000,0,0,0,90233,0,0,0
1,32,1,6,29000,0,0,0,86084,0,0,0
1,32,1,7,19000,0,0,0,90898,0,0,0
1,32,1,8,19000,0,0,0,89381,0,0,0
1,32,1,9,19000,0,0,0,90775,0,0,0
1,32,1,10,20000,0,0,0,91703,0,0,0
1,32,1,11,20000,0,0,0,91555,0,0,0
1,32,1,12,19000,0,0,0,90937,0,0,0
1,32,1,13,20000,0,0,0,94005,0,0,0
1,32,1,14,20000,0,0,0,92084,0,0,0
1,32,1,15,26000,0,0,0,83744,0,0,0
1,32,1,16,0,2000,0,0,0,1580,2000,2000
1,32,1,17,0,2000,0,0,0,1672,2000,2000
1,32,1,18,0,2000,0,0,0,1764,2000,2000
1,32,1,19,0,2000,0,0,0,1654,2000,2000
1,32,1,20,0,2000,0,0,0,1658,2000,2000
1,32,1,21,0,2000,0,0,0,1866,2000,2000
1,32,1,22,0,2000,0,0,0,1959,2000,2000
1,32,1,23,0,2000,0,0,0,1575,2000,2000
1,32,1,24,0,2000,0,0,0,1642,2000,2000
1,32,1,25,0,2000,0,0,0,1547,2000,2000
1,32,1,26,0,2000,0,0,0,1606,2000,2000
1,32,1,27,0,2000,0,0,0,1469,2000,2000
1,32,1,28,0,2000,0,0,0,1905,2000,2000
1,32,1,29,0,2000,0,0,0,1437,2000,2000
1,32,1,30,0,2000,0,0,0,1773,2000,2000
1,32,1,31,0,2000,0,0,0,1520,2000,2000
2,32,1,0,22000,0,0,0,70219,0,0,0
2,32,1,1,20000,0,0,0,87965,0,0,0
2,32,1,2,21000,0,0,0,80961,0,0,0
2,32,1,3,24000,0,0,0,91609,0,0,0
2,32,1,4,23000,0,0,0,71257,0,0,0
2,32,1,5,24000,0,0,0,75537,0,0,0
2,32,1,6,21000,0,0,0,71006,0,0,0
2,32,1,7,17000,0,0,0,81308,0,0,0
2,32,1,8,21000,0,0,0,88403,0,0,0
2,32,1,9,17000,0,0,0,80869,0,0,0
2,32,1,10,22000,0,0,0,84375,0,0,0
2,32,1,11,21000,0,0,0,88372,0,0,0
2,32,1,12,19000,0,0,0,85187,0,0,0
2,32,1,13,21000,0,0,0,88764,0,0,0
2,32,1,14,26000,0,0,0,82156,0,0,0
2,32,1,15,23000,0,0,0,77892,0,0,0
2,32,1,16,0,2000,0,0,0,1818,2000,2000
2,32,1,17,0,2000,0,0,0,1776,2000,2000
2,32,1,18,0,2000,0,0,0,1948,2000,2000
2,32,1,19,0,2000,0,0,0,1956,2000,2000
2,32,1,20,0,2000,0,0,0,1708,2000,2000
2,32,1,21,0,2000,0,0,0,2008,2000,2000
2,32,1,22,0,2000,0,0,0,2028,2000,2000
2,32,1,23,0,2000,0,0,0,1871,2000,2000
2,32,1,24,0,2000,0,0,0,2080,2000,2000
2,32,1,25,0,2000,0,0,0,1770,2000,2000
2,32,1,26,0,2000,0,0,0,1897,2000,2000
2,32,1,27,0,2000,0,0,0,1880,2000,2000
2,32,1,28,0,2000,0,0,0,1940,2000,2000
2,32,1,29,0,2000,0,0,0,1888,2000,2000
2,32,1,30,0,2000,0,0,0,1999,2000,2000
2,32,1,31,0,2000,0,0,0,1752,2000,2000
3,32,1,0,19000,0,0,0,67892,0,0,0
3,32,1,1,18000,0,0,0,83773,0,0,0
3,32,1,2,31000,0,0,0,80825,0,0,0
3,32,1,3,18000,0,0,0,82380,0,0,0
3,32,1,4,19000,0,0,0,66547,0,0,0
3,32,1,5,19000,0,0,0,65884,0,0,0
3,32,1,6,19000,0,0,0,66423,0,0,0
