Repetition,NumThreads,TimeInterval,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,45,1,0,261,261,0,0,0,0,261,1
1,45,1,1,12436,12436,0,0,0,0,12436,1
1,45,1,2,491,491,0,0,0,0,491,1
1,45,1,3,207,207,0,0,0,0,207,1
1,45,1,4,870,870,0,0,0,0,870,1
1,45,1,5,371,371,0,0,0,0,371,1
1,45,1,6,44877,44877,0,0,0,0,44877,1
1,45,1,7,16093,16093,0,0,0,0,16093,1
1,45,1,8,341,341,0,0,0,0,341,1
1,45,1,9,2338,2338,0,0,0,0,2338,1
1,45,1,10,44020,44020,0,0,0,0,44020,1
1,45,1,11,871,871,0,0,0,0,871,1
1,45,1,12,616,616,0,0,0,0,616,1
1,45,1,13,40379,40379,0,0,0,0,40379,1
1,45,1,14,17806,17806,0,0,0,0,17806,1
1,45,1,15,10924,10924,0,0,0,0,10924,1
1,45,1,16,552,552,0,0,0,0,552,1
1,45,1,17,312,312,0,0,0,0,312,1
1,45,1,18,608,608,0,0,0,0,608,1
1,45,1,19,7142,7142,0,0,0,0,7142,1
1,45,1,20,1617,1617,0,0,0,0,1617,1
1,45,1,21,737,737,0,0,0,0,737,1
1,45,1,22,764,764,0,0,0,0,764,1
1,45,1,23,2634,2634,0,0,0,0,2634,1
1,45,1,24,2462,2462,0,0,0,0,2462,1
1,45,1,25,3828,3828,0,0,0,0,3828,1
1,45,1,26,332,332,0,0,0,0,332,1
1,45,1,27,6773,6773,0,0,0,0,6773,1
1,45,1,28,43928,43928,0,0,0,0,43928,1
1,45,1,29,2269,2269,0,0,0,0,2269,1
1,45,1,30,17721,17721,0,0,0,0,17721,1
1,45,1,31,34767,34767,0,0,0,0,34767,1
1,45,1,32,11517,11517,0,0,0,0,11517,1
1,45,1,33,26322,26322,0,0,0,0,26322,1
1,45,1,34,43281,43281,0,0,0,0,43281,1
1,45,1,35,1752,1752,0,0,0,0,1752,1
1,45,1,36,239,239,0,0,0,0,239,1
1,45,1,37,276,276,0,0,0,0,276,1
1,45,1,38,2408,2408,0,0,0,0,2408,1
1,45,1,39,14525,14525,0,0,0,0,14525,1
1,45,1,40,15506,15506,0,0,0,0,15506,1
1,45,1,41,330,330,0,0,0,0,330,1
1,45,1,42,943,943,0,0,0,0,943,1
1,45,1,43,3247,3247,0,0,0,0,3247,1
1,45,1,44,5024,5024,0,0,0,0,5024,1
2,45,1,0,473,473,0,0,0,0,473,1
2,45,1,1,25873,25873,0,0,0,0,25873,1
2,45,1,2,377,377,0,0,0,0,377,1
2,45,1,3,395,395,0,0,0,0,395,1
2,45,1,4,1375,1375,0,0,0,0,1375,1
2,45,1,5,368,368,0,0,0,0,368,1
2,45,1,6,50363,50363,0,0,0,0,50363,1
2,45,1,7,16965,16965,0,0,0,0,16965,1
2,45,1,8,405,405,0,0,0,0,405,1
2,45,1,9,2380,2380,0,0,0,0,2380,1
2,45,1,10,49415,49415,0,0,0,0,49415,1
2,45,1,11,1259,1259,0,0,0,0,1259,1
2,45,1,12,1166,1166,0,0,0,0,1166,1
2,45,1,13,44435,44435,0,0,0,0,44435,1
