Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,32,1,1.001161,0,8993,8993,0,0,0,0,8993,1
1,32,1,1.000001,1,67090,67090,0,0,0,0,67090,1
1,32,1,1.000211,2,2824,2824,0,0,0,0,2824,1
1,32,1,1.000248,3,443,443,0,0,0,0,443,1
1,32,1,1.000267,4,2447,2447,0,0,0,0,2447,1
1,32,1,1.000546,5,1756,1756,0,0,0,0,1756,1
1,32,1,1.000040,6,58459,58459,0,0,0,0,58459,1
1,32,1,1.000199,7,2350,2350,0,0,0,0,2350,1
1,32,1,1.000217,8,5738,5738,0,0,0,0,5738,1
1,32,1,1.000478,9,619,619,0,0,0,0,619,1
1,32,1,1.000489,10,627,627,0,0,0,0,627,1
1,32,1,1.000045,11,70391,70391,0,0,0,0,70391,1
1,32,1,1.000012,12,2704,2704,0,0,0,0,2704,1
1,32,1,1.000031,13,4771,4771,0,0,0,0,4771,1
1,32,1,1.000220,14,1444,1444,0,0,0,0,1444,1
1,32,1,1.000523,15,1841,1841,0,0,0,0,1841,1
1,32,1,1.000168,16,22101,22101,0,0,0,0,22101,1
1,32,1,1.000442,17,682,682,0,0,0,0,682,1
1,32,1,1.000007,18,2752,2752,0,0,0,0,2752,1
1,32,1,1.000007,19,2143,2143,0,0,0,0,2143,1
1,32,1,1.000220,20,1805,1805,0,0,0,0,1805,1
1,32,1,1.000005,21,73025,73025,0,0,0,0,73025,1
1,32,1,1.000301,22,1918,1918,0,0,0,0,1918,1
1,32,1,1.000070,23,1832,1832,0,0,0,0,1832,1
1,32,1,1.000138,24,18997,18997,0,0,0,0,18997,1
1,32,1,1.000000,25,37508,37508,0,0,0,0,37508,1
1,32,1,1.000003,26,43270,43270,0,0,0,0,43270,1
1,32,1,1.000086,27,1994,1994,0,0,0,0,1994,1
1,32,1,1.000536,28,1402,1402,0,0,0,0,1402,1
1,32,1,1.000197,29,8899,8899,0,0,0,0,8899,1
1,32,1,1.000024,30,346,346,0,0,0,0,346,1
1,32,1,1.000130,31,1271,1271,0,0,0,0,1271,1
2,32,1,1.000015,0,1787,1787,0,0,0,0,1787,1
2,32,1,1.000000,1,91193,91193,0,0,0,0,91193,1
2,32,1,1.000011,2,2456,2456,0,0,0,0,2456,1
2,32,1,1.000056,3,3179,3179,0,0,0,0,3179,1
2,32,1,1.000013,4,1439,1439,0,0,0,0,1439,1
2,32,1,1.000039,5,814,814,0,0,0,0,814,1
2,32,1,1.000004,6,57281,57281,0,0,0,0,57281,1
2,32,1,1.000047,7,1201,1201,0,0,0,0,1201,1
2,32,1,1.000022,8,9912,9912,0,0,0,0,9912,1
2,32,1,1.000073,9,441,441,0,0,0,0,441,1
2,32,1,1.000069,10,1342,1342,0,0,0,0,1342,1
2,32,1,1.000059,11,3095,3095,0,0,0,0,3095,1
2,32,1,1.000017,12,1387,1387,0,0,0,0,1387,1
2,32,1,1.000042,13,1406,1406,0,0,0,0,1406,1
2,32,1,1.000028,14,155,155,0,0,0,0,155,1
2,32,1,1.000038,15,830,830,0,0,0,0,830,1
2,32,1,1.000018,16,8148,8148,0,0,0,0,8148,1
2,32,1,1.000072,17,453,453,0,0,0,0,453,1
2,32,1,1.000014,18,2216,2216,0,0,0,0,2216,1
2,32,1,1.000060,19,2978,2978,0,0,0,0,2978,1
2,32,1,1.000062,20,19823,19823,0,0,0,0,19823,1
2,32,1,1.000026,21,8554,8554,0,0,0,0,8554,1
2,32,1,1.000008,22,88637,88637,0,0,0,0,88637,1
2,32,1,1.000038,23,605,605,0,0,0,0,605,1
2,32,1,1.000009,24,9392,9392,0,0,0,0,9392,1
2,32,1,1.000005,25,66630,66630,0,0,0,0,66630,1
2,32,1,1.000026,26,9341,9341,0,0,0,0,9341,1
2,32,1,1.000043,27,155,155,0,0,0,0,155,1
2,32,1,1.000033,28,1376,1376,0,0,0,0,1376,1
2,32,1,1.000025,29,841,841,0,0,0,0,841,1
2,32,1,1.000032,30,2783,2783,0,0,0,0,2783,1
2,32,1,1.000031,31,775,775,0,0,0,0,775,1
