Repetition,NumThreads,TimeInterval,ActualBenchTime,ThreadID,NrEnqOps,NrDeqOps,NrFailedEnqOps,NrFailedDeqOps,NrFailedEnqCASOps,NrFailedDeqCASOps,NrFreeListInsertions,MaxFreeListSize
1,20,1,1.000718,0,80445,80445,0,0,0,0,80445,1
1,20,1,1.000021,1,67533,67533,0,0,0,0,67533,1
1,20,1,1.000037,2,22878,22878,0,0,0,0,22878,1
1,20,1,1.000103,3,10943,10943,0,0,0,0,10943,1
1,20,1,1.000054,4,5782,5782,0,0,0,0,5782,1
1,20,1,1.000002,5,12203,12203,0,0,0,0,12203,1
1,20,1,1.000007,6,87495,87495,0,0,0,0,87495,1
1,20,1,1.000005,7,17473,17473,0,0,0,0,17473,1
1,20,1,1.000012,8,11294,11294,0,0,0,0,11294,1
1,20,1,1.000121,9,25937,25937,0,0,0,0,25937,1
1,20,1,1.000093,10,10730,10730,0,0,0,0,10730,1
1,20,1,1.000008,11,43347,43347,0,0,0,0,43347,1
1,20,1,1.000064,12,13056,13056,0,0,0,0,13056,1
1,20,1,1.000002,13,6437,6437,0,0,0,0,6437,1
1,20,1,1.000010,14,11852,11852,0,0,0,0,11852,1
1,20,1,1.000048,15,7888,7888,0,0,0,0,7888,1
1,20,1,1.000135,16,30701,30701,0,0,0,0,30701,1
1,20,1,1.000001,17,15702,15702,0,0,0,0,15702,1
1,20,1,1.000083,18,3992,3992,0,0,0,0,3992,1
1,20,1,1.000140,19,10488,10488,0,0,0,0,10488,1
2,20,1,1.000005,0,22979,22979,0,0,0,0,22979,1
2,20,1,1.000011,1,70100,70100,0,0,0,0,70100,1
2,20,1,1.000027,2,14614,14614,0,0,0,0,14614,1
2,20,1,1.000028,3,3302,3302,0,0,0,0,3302,1
2,20,1,1.000002,4,18014,18014,0,0,0,0,18014,1
2,20,1,1.000017,5,8798,8798,0,0,0,0,8798,1
2,20,1,1.000024,6,4726,4726,0,0,0,0,4726,1
2,20,1,1.000012,7,13466,13466,0,0,0,0,13466,1
2,20,1,1.000005,8,73406,73406,0,0,0,0,73406,1
2,20,1,1.000009,9,26661,26661,0,0,0,0,26661,1
2,20,1,1.000041,10,11977,11977,0,0,0,0,11977,1
2,20,1,1.000011,11,16284,16284,0,0,0,0,16284,1
2,20,1,1.000003,12,21468,21468,0,0,0,0,21468,1
2,20,1,1.000033,13,10435,10435,0,0,0,0,10435,1
2,20,1,1.000024,14,13213,13213,0,0,0,0,13213,1
2,20,1,1.000018,15,15430,15430,0,0,0,0,15430,1
2,20,1,1.000003,16,95862,95862,0,0,0,0,95862,1
2,20,1,1.000008,17,6899,6899,0,0,0,0,6899,1
2,20,1,1.000023,18,13540,13540,0,0,0,0,13540,1
2,20,1,1.000008,19,29026,29026,0,0,0,0,29026,1
